,tweet,language,mentions
903,,hi,[]
904,karwa chauth kab se patakhe footne lage chalo maana foote bhi hai vo bhi aapke hisab se raat ke baje jab ki chaand baje hi nikal gaya tha,hi,[]
905,dear honest one sided,en,[]
906,god firing crackers diwali pollution pak victory subha nallaha wow nailed,tl,"[{'screen_name': 'virendersehwag', 'name': 'virender sehwag', 'id': '92724677'}]"
907,welcome back,hi,"[{'screen_name': 'chitraaum', 'name': 'chitra tripathi', 'id': '2957682932'}]"
908,understand closed comments box,en,"[{'screen_name': 'realamberheard', 'name': 'amber heard', 'id': '807003567605227520'}]"
909,,hi,[]
910,,hi,[]
911,,hi,[]
912,,hi,[]
913,rt every cricketer face abuses course wrong team loses pak kohli probably got even dhon,en,"[{'screen_name': 'theskindoctor13', 'name': 'the skin doctor', 'id': '797720168713441280'}]"
914,,hi,[]
915,rt shami indian cricket hero period,tl,"[{'screen_name': 'vikrantgupta73', 'name': 'vikrant gupta', 'id': '135110894'}, {'screen_name': 'mdshami11', 'name': 'mohammad shami', 'id': '1614696542'}]"
916,isi,hi,[]
917,discussion ke liye malda mewat bhi hai,hi,[]
918,start discussing bhindru sahab death play muslim card honest,en,[]
919,,und,[]
920,time great personality said inc become muslim league rss take place see result,en,[]
921,,hi,[]
922,oops ab palla zhadne ke liye farmers nice way divert issue,en,[]
923,,hi,[]
924,,hi,[]
925,,hi,[]
926,,hi,[]
927,also want today match loose bargaining boycott,en,[]
928,,hi,[]
929,inme kuch jyada hi special talent hai,hi,[]
930,,hi,[]
931,today day congratulations,en,[]
932,,hi,[]
933,mere pass vo bhi nahi hai aur na hi hotstar pe vip,hi,[]
934,,hi,"[{'screen_name': 'gitanjlimathur', 'name': 'gitanjli mathur', 'id': '1518484742'}]"
935,ok,und,[]
936,,hi,[]
937,face tears joy face tears joy,und,[]
938,,hi,[]
939,rt kudos ashok ji clapping hands clapping hands,en,"[{'screen_name': 'thesamirabbas', 'name': 'samir abbas', 'id': '90346496'}]"
940,asha karta hu heel pehen kar khelne koi dikkat nahi ho rahi hogi,hi,[]
941,hope like arnab goswami case,en,[]
942,newton ne sahi kaha tha every action reaction gandhi ji ne vo bhi gadbad kar rakhi hai,en,[]
943,question like participate jagran like bharat mata ki jai even say ganpatti bappa morya feel sorry want play garba,en,[]
944,,hi,[]
945,lagta hai satiya gaye hai,hi,[]
946,vo alag baat hai,hi,[]
947,rahul ji jab gst council petrol ko leke baithak ho rahi thi tab aapki aur anya vipakshi rajya sarkar kyo iska virodh kar rahi thi,hi,[]
948,watching miss,en,"[{'screen_name': 'preetinegi_', 'name': 'preeti negi journalist', 'id': '770546984990093313'}, {'screen_name': 'khushbooanchor', 'name': 'khushboo manorma mishra', 'id': '1205848351742119936'}]"
949,baar bahut hi logo ne channel change kiya jaise lag raha ho channel change karne ka season ho ke chodne pe thodi mayusi hui,hi,"[{'screen_name': 'nidhijourno', 'name': 'nidhi chaturvedi', 'id': '798413594882871296'}, {'screen_name': 'sheerin_sherry', 'name': 'sheerin', 'id': '998022864686075904'}, {'screen_name': 'iamdeepikayadav', 'name': 'deepika yadav', 'id': '1261574782535024641'}, {'screen_name': 'arpitaarya', 'name': 'arpita arya', 'id': '2290026666'}, {'screen_name': 'amanchopra_', 'name': 'aman chopra', 'id': '1273748948'}, {'screen_name': 'amanchopra_', 'name': 'aman chopra', 'id': '1273748948'}, {'screen_name': 'sheerin_sherry', 'name': 'sheerin', 'id': '998022864686075904'}, {'screen_name': 'zeenews', 'name': 'zee news', 'id': '461841349'}]"
950,bas ek hi question hai left,en,"[{'screen_name': 'zeenews', 'name': 'zee news', 'id': '461841349'}]"
951,congratulations,en,[]
952,isliye kehta hu har chiz ki baal ki khaal nikalne aage kabhi nahi badh pad paaoge well bhokna agar profession bana rakha hai anything,hi,[]
953,slot booking ki kya zaroorat vaccine drive ke ghante pehle chale jaao kagaz leke vo alag baat kuch ke kaagaz bakriya khaa gayi lagwa lo,hi,[]
954,culture allow us test us give example uae let tell rule uae beta hum mandir banake de rahe hai pooja path karo whatever u want lekin chu chai mat karna,en,[]
955,many words use urdu term speak hindi yes urdu word people face problem main roads blocked days namaz u justify festival also worship blocking muslim colonies road,en,[]
956,aur ab main billion vaccination pe kyo celebrate naa karu bhai kyo khushi naa manau jab hume vaccine ka produce karne decades lagte aaj waha humne years vaccination almost complete ke kagar hai,hi,[]
957,us waqt sabne complain ki thi even agar tweet khangaloge maine us waqt bengal election shahi snan bicholiya andolan eid ke bazar ki bhid sabke baare baat kar chuka hu lekin ab means present main kisliye gaali du,hi,[]
958,kya aaj vo haalat hai main fir vo hi puch raha hu isme koi shak nahi hai us time mismanagement hui kya ab vaccine ki shortage hai mujhe sirf itna batao,hi,[]
959,diwali patakhe jalane se population hota hai lighting marne se electricity waste hoti hai mithai khane se diabetis hota hai holi water color se water waste hota hai namaz padhne se traffic disturb nahi hota,hi,[]
960,yaha vaccine pe charcha ho rahi kripya uske baare bataye palti naa maare,hi,[]
961,didi wishes subho bijoya accha hai,hi,"[{'screen_name': 'mamataofficial', 'name': 'mamata banerjee', 'id': '2526794479'}]"
962,palti maarne maahir ho,et,[]
963,yaha abhi baat ho rahi thi vaccine petrol diesel bitch kaha se aa gaya pehle ye khatam kar lete ok,hi,[]
964,mohtarma jagran day days ok durga pandals organized ground atleast days days namaz going ground days continuously people days days,en,[]
965,isliye gaaliya padi thi lekin abhi kami hai mujhe sirf itna batao,hi,[]
966,mamata banerjee elected people bengal narendra modi elected people india everyone voted still say bengal choose india chose matlab everybody choose u understand logic help u good day,en,[]
967,bilkul juda hai lekin sankhya bal jiska jyada hota hai usi pe baat hoti hai ab mere bhai baal ki khaal nikalne jaaoge duniya thode hi na chalegi minor number vaccination paid pe hui thi jo ki wish tha large matlab free hui hai naa,hi,[]
968,us waqt gaaliya bhi bahut padi thi mera sawal ye hai ab uska randi rona kyo rahe ho bhai jab kami thi tab tak samajh aata tha,hi,[]
969,want meet,en,"[{'screen_name': 'pushpendraamu', 'name': 'pushpendra kulshrestha', 'id': '813486825679372288'}]"
970,fake followed,en,"[{'screen_name': 'sonusood', 'name': 'sonu sood', 'id': '295026890'}, {'screen_name': 'authackeray', 'name': 'aaditya thackeray', 'id': '1606048885'}, {'screen_name': 'iminakshijoshi', 'name': 'meenakshi joshi 🇮🇳', 'id': '2512765266'}]"
971,different level bawaseer,en,[]
972,lekin duniya tum logo ki tucchi harqat bilkul nahi karte,hi,[]
973,sir free ke maal ke liye aapne kyo pay kiya ek pay bhi karte ho baad shikayat bhi humse paise kyo liye,hi,[]
974,bhai sarkari vaccine free hi mili hai private vaccine kab se govt ke aane lagi,hi,[]
975,free maal ke liye payment karna pada,hi,[]
976,god lagta hai kisi ne aapko free ka maal paiso bech diya aware,tl,[]
977,bhai mere yaha free available hai subha baje se line lagne ke baad dopahar baje hi jaate hai lete lete,hi,[]
978,accha hai atleast kabad rupi railway ki tarah airport nahi dekhna padega,hi,[]
979,believe liberandus standing yakub memon yesterday even joking,en,[]
980,,hi,[]
981,,hi,[]
982,search,en,[]
983,killing burhan wani reason,en,[]
984,u believe indian army violating human rights kashmir,en,[]
985,duggal sahab show cheap first clarify world happiness report make lot mistakes,en,[]
986,cell,hi,[]
987,,hi,[]
988,rt,hi,"[{'screen_name': 'expertshetty', 'name': 'praवीಣ್', 'id': '2379507288'}]"
989,clapping hands clapping hands,und,[]
990,cowin ke dashboard jaake dekh lo,en,[]
991,better,hi,[]
992,understand talk freedom speech expression scared views padh likh ke bhi baat c ye waali hi karenge,en,[]
993,difficult choose,en,[]
994,face tears joy face tears joy,und,[]
995,yaha pe bhi bjp congress dhund liya,en,[]
996,,hi,[]
997,,hi,[]
998,madam already describe sections mr ark getting bail way people also getting verdict sabrimala express disbelief court understand people show got non favorable judgement,en,[]
999,,hi,[]
1000,,hi,[]
1001,u understand ark rejected bail,en,[]
1002,read section c b instead playing sanghi card,en,[]
1003,words proof u trust court u get favorable judgement bye bye,en,[]
1004,please use type words please keep upto madarsas u something strong prove concern happy see,en,[]
1005,srk gauri joint press conference express disbelief indian agencies court ask demand investigate son case trusted agencies,en,[]
1006,judges getting rajya sabha seats independence new today,en,[]
1007,well atleast satisfied u call courts sanghi,en,[]
1008,madam ab ye court ke judge bhi sanghi ban gaye inke hisab se,hi,[]
1009,really,en,[]
1010,oops jahil community start playing victim card keep,en,[]
1011,yes believed dear,en,[]
1012,understand ayodhya verdict really loose trust indian courts well think u also read verdict allahabad high court upa power,en,[]
1013,openly say trust courts investigating agencies india investigate trusted agencies trust,en,[]
1014,well madam court judgement given basis evidences victim card kagaz dikhane padte hai well judgement given basis harassment teenager think joint press conference,en,"[{'screen_name': 'iamsrk', 'name': 'shah rukh khan', 'id': '101311381'}, {'screen_name': 'gaurikhan', 'name': 'gauri khan', 'id': '830360126347309056'}]"
1015,first u say seriously u trust indian courts u people praise court u got favorable judgement something u time court also dalal biased,en,[]
1016,innocent also bhai prove accused,en,"[{'screen_name': 'tehseenp', 'name': 'tehseen poonawalla official 🇮🇳', 'id': '53313935'}]"
1017,,hi,"[{'screen_name': 'javedakhtarjadu', 'name': 'javed akhtar', 'id': '122995784'}]"
1018,rt,hi,"[{'screen_name': 'thakur_shivangi', 'name': 'shivangi thakur', 'id': '814652508'}]"
1019,congratulations,en,"[{'screen_name': 'laffajpanditind', 'name': 'animesh pandey 🇮🇳', 'id': '2587002229'}]"
1020,,hi,[]
1021,,hi,[]
1022,,hi,[]
1023,,hi,[]
1024,wow ye aap ho youtube pe ye season mil nahi raha,en,[]
1025,good morning miss negi bade dino baad,en,[]
1026,kashmir ka ek hi ilaaj hai rawalpindi continuously thukai karo,hi,[]
1027,,hi,"[{'screen_name': 'gauravvallabh_', 'name': 'prof shri gaurav vallabhji', 'id': '1009772516397625344'}]"
1028,happy birthday ji,en,"[{'screen_name': 'shwetajhaanchor', 'name': 'shweta jha', 'id': '733533456525729793'}]"
1029,,hi,[]
1030,miss attitude like critics like hate person type journalist please tell us whole truth raise topic half truth also like misleading viewers,en,"[{'screen_name': 'kumkum26', 'name': 'kumkum binwal', 'id': '126987643'}]"
1031,first ensure parameters calculate global hunger index global nutrition index secondly miss really left tv media show truth hate person sitting pm post,en,"[{'screen_name': 'who', 'name': 'world health organization (who)', 'id': '14499829'}, {'screen_name': 'kumkum26', 'name': 'kumkum binwal', 'id': '126987643'}]"
1032,jab tak mccley ki education policy hai tab tak aur bhi nahi,in,[]
1033,responsible,en,[]
1034,jab tak desh job finder hai tab tak log bhagenge hi,hi,[]
1035,problem veer savarkar,en,[]
1036,,hi,[]
1037,funded britishers every freedom fighter funded britishers agreement britishers including dogras,en,[]
1038,,hi,[]
1039,pok,hi,[]
1040,rajasthan,en,[]
1041,folded hands folded hands,hi,"[{'screen_name': 'shehzad_ind', 'name': 'shehzad jai hind', 'id': '392608775'}]"
1042,face tears joy face tears joy,und,[]
1043,,hi,[]
1044,,hi,[]
1045,,hi,[]
1046,president come non gandhi family definitely bootlicker today means gandhi pariwar,en,"[{'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}]"
1047,honestly saying cricket sports proud moment us even solve many questions exam cricket related disappointed cricket became place satta baazi ipl one great sattabaaz,en,[]
1048,,hi,[]
1049,,hi,[]
1050,face tears joy face tears joy,hi,[]
1051,,hi,[]
1052,,hi,[]
1053,face tears joy face tears joy,und,[]
1054,face tears joy face tears joy,hi,[]
1055,face tears joy face tears joy,und,[]
1056,heart suit heart suit heart suit,und,[]
1057,time tried sideline bose failed today try sideline veer savarkar mr many times whitewash history glorify mr gandhi nehru,en,"[{'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}, {'screen_name': 'jhasanjay', 'name': 'sanjay jha', 'id': '50943008'}, {'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}]"
1058,sir think debate veer savarkar,en,"[{'screen_name': 'vikramsampath', 'name': 'dr. vikram sampath, frhists', 'id': '81662868'}]"
1059,runs played well hope people like would seen conspiracy muslim,en,"[{'screen_name': 'khanumarfa', 'name': 'arfa khanum sherwani', 'id': '113571686'}, {'screen_name': 'ranaayyub', 'name': 'rana ayyub', 'id': '268676434'}, {'screen_name': 'saba', 'name': 'saba', 'id': '4046491'}]"
1060,csk,und,[]
1061,hope u find conspiracy,en,[]
1062,folded hands folded hands,hi,[]
1063,expected,en,[]
1064,,hi,[]
1065,congratulations best luck first innings life,en,[]
1066,favourite add also,en,"[{'screen_name': 'rubikaliyaquat', 'name': 'rubika liyaquat', 'id': '1062742964'}, {'screen_name': 'palkisu', 'name': 'palki sharma', 'id': '49923337'}, {'screen_name': 'shivaroor', 'name': 'shiv aroor', 'id': '139189823'}]"
1067,,hi,[]
1068,,hi,"[{'screen_name': 'khanumarfa', 'name': 'arfa khanum sherwani', 'id': '113571686'}]"
1069,rt tikait exposed fake farmers exposed man brutaiiy kiiied singhu liberals media silent tight slap,en,"[{'screen_name': 'theskindoctor13', 'name': 'the skin doctor', 'id': '797720168713441280'}]"
1070,,hi,[]
1071,happy dussehra ji,en,"[{'screen_name': 'malhotra_malika', 'name': 'malika malhotra', 'id': '2748934372'}]"
1072,blame please find original creator country people freedom expression people like u make meme pm modi think u also learn tolerate everything,en,"[{'screen_name': '_sayema', 'name': 'sayema', 'id': '1136996138'}]"
1073,lagta hai sasta nasha karke mohtarma washington post article likh rahi hai,et,[]
1074,matter court dear evidence inside u think court give judgement showing muslim card possible,en,[]
1075,oops indian court release aryan khan religion according jahil kaum,en,[]
1076,,hi,[]
1077,face tears joy face tears joy,hi,[]
1078,,hi,[]
1079,,hi,[]
1080,,hi,[]
1081,exactly dawood ibrahim ne kya kam kamaye hai,tl,[]
1082,face tears joy face tears joy,und,[]
1083,,hi,[]
1084,bangladeshi vote bank,en,[]
1085,,hi,[]
1086,reason tussi musalman assi musalman,en,[]
1087,,en,"[{'screen_name': 'arpitaarya', 'name': 'arpita arya', 'id': '2290026666'}, {'screen_name': 'nehabatham03', 'name': 'neha batham', 'id': '403268987'}]"
1088,jo chaman c ye ye keh rahe hai ki bengal punjab isliye bsf ki range badhai hai aur gujarat isliye ghatai hai kyoki vo non bjp ruled state hai assam bjp ka state waha kyo badhai bsf ki range,hi,[]
1089,name one person country defeat enemy destroying savarkar mercy petition wrong gandhi ji said savarkar right,en,[]
1090,mrs gandhi released post card name veer savarkar bootlicker know,en,[]
1091,really bootlicker allow go outside ratnagiri district,en,[]
1092,face tears joy face tears joy,und,[]
1093,pass aur fail baad kar lena,hi,[]
1094,ask search two nation theory introduced sawarkar born,en,[]
1095,iska source mil sakta hai yaa hawa hi kuch bhi bak diya,hi,[]
1096,first search google nation theory introduced veer savarkar born,en,[]
1097,get kalapani please try elaborate,en,[]
1098,unconditional support means right anything allowed go outside ratnagiri district,en,[]
1099,understand type unconditional support britishers really unconditional support britishers savarkar allow go outside ratnagiri,en,[]
1100,,hi,[]
1101,wow,und,[]
1102,reason prove court time,en,[]
1103,ab chamche aur unki party ch yappa karenge zahir si baat hai unki idol ke words yaad dilaana hi padega,hi,[]
1104,savarkar role india freedom describe role,en,[]
1105,th august transfer power power done case indian govt would obey treaties britishers rules dear savarkar guilt every freedom fighter guilty,en,[]
1106,mercy petition guilt veer savarkar agreement gorkha british also guilt gandhi ji non co operation moment means non co operation co operate britishers,en,[]
1107,face tears joy face tears joy,und,[]
1108,aur vaise bhi madarsachaap isi tarah ki baat karega pata tha,hi,[]
1109,pehle ye baat srk aur gauri khan kah ke dikhaye ki sab bjp ke dalal hai vo demand kare vo interpol se investigation karayenge tum kaahe chaudhary bane ho muslim ummah ki khaatir,hi,[]
1110,pehle ye baat srk aur gauri khan press conference karke kahe naa aap kyo chaudhary bane hue ho,hi,[]
1111,,hi,[]
1112,,hi,[]
1113,welcome back ji finally aapki lambi chutti khatm hui,en,"[{'screen_name': 'malhotra_malika', 'name': 'malika malhotra', 'id': '2748934372'}]"
1114,yes hurt saying bengali speaking particular part india means one understand except bengalis,en,[]
1115,local language haryanvi understand haryanvi,en,[]
1116,well friend hindi spoken india according local language maybe writing declared national language actually national language english declared paper international language actually,en,[]
1117,,hi,[]
1118,,hi,[]
1119,,hi,[]
1120,yaa use danga kehte hai yaa murder terrorism different level dear many people killed spot logic congress party also terrorist,en,[]
1121,say mecca masjid hyderabad blasts question harkat ul jihad al islami become hindu,en,[]
1122,dear lathi home rajasthani friend laathi sword declare terrorist possibilities hindu terror please describe hindu terror activities,en,[]
1123,let ruled charge vat petrol,en,"[{'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}]"
1124,happy birthday hope voice kashmiri pandits raised global stage,en,"[{'screen_name': 'aartitikoo', 'name': 'aarti tikoo', 'id': '2933823062'}]"
1125,,und,[]
1126,le shuru ho gaya filmi dialogue soch bolne par mirchi lag gayi bla bla bla,hi,[]
1127,really search google,en,[]
1128,aur haa sadvi pragya ko muslim hitaishi farooq abdullah samarthit congress ke shasan pe hi clean chit mil gayi thi bjp ke time pe nahi madarsachap,hi,[]
1129,laga hi tha madarsachap isi tarah ki baat karenge ab kya hi kar sakte madarsachap ho victim card dikhane ke alawa kuch aata hai nahi filhal kagaz dhundo agar hai,hi,[]
1130,watching,en,"[{'screen_name': 'arpitaarya', 'name': 'arpita arya', 'id': '2290026666'}, {'screen_name': 'nehabatham03', 'name': 'neha batham', 'id': '403268987'}]"
1131,face tears joy face tears joy,und,[]
1132,abe shortcut bata de kiya kya hai,tl,[]
1133,abe sabak sikha rahi hai yaa subscriber badha rahi hai,hi,[]
1134,hisab se ko bhi pe case file kar dena chahiye personal attack plus misleading mob caa bhai aap bhi victim card kharid lo,en,"[{'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}, {'screen_name': 'reallyswara', 'name': 'swara bhasker', 'id': '1546101560'}, {'screen_name': 'elvishyadav', 'name': 'elvish yadav', 'id': '806183832433008640'}]"
1135,second question hindu terror rohingyas want shelter india,en,[]
1136,many hindu groups carrying ak grenades hindu terror companies running nagpur reply comment first please come fairy world answer,en,[]
1137,let realise sameer wankhede done bjp signal ask celebs charged mr wankhede paying tax,en,[]
1138,oops fir se shuru ho gayi madam try find evidence helps ark instead melodrama,en,[]
1139,mr pr campaigner pr working ok rupay ki akal hai nahi aa jaate hai expert opinion dene,en,[]
1140,many people verified sanjay dutt arrested abu salim ye muslim tha naa tab sanjay dutt hi kyo limelight tha,en,[]
1141,jai bajrang bali,in,[]
1142,watched miss,en,"[{'screen_name': 'preetinegi_', 'name': 'preeti negi journalist', 'id': '770546984990093313'}, {'screen_name': 'khushbooanchor', 'name': 'khushboo manorma mishra', 'id': '1205848351742119936'}]"
1143,munmun ismeet vikrant gomit nupur mohak ye non muslim hai naa inhe kyo ander kar diya,hi,[]
1144,god please explain us detail scam,en,[]
1145,victim card ki dukan bhai humne bhi aise victim card dila diya karo taaki hum bhi kaand karke bachne ke liye dikha sake ark ko sameer wankhede ne ander kiya kyoki vo muslim hai burhan waani ko sena ne thoka kyoki vo muslim hai yaar humne bhi dila aisa card,hi,[]
1146,face tears joy face tears joy,und,[]
1147,face tears joy face tears joy,und,[]
1148,,hi,[]
1149,,hi,[]
1150,,hi,[]
1151,,hi,[]
1152,,hi,[]
1153,understand one thing connection air india privatization middle class tax,en,[]
1154,e le bhikaristan ki awam ab dusro ko bhikari ke rahi hai,hi,[]
1155,face tears joy face tears joy,und,[]
1156,please understand good night,en,[]
1157,way think srk really needs campaign bjp raga active politics,en,[]
1158,fir akshay kumar ka ab tak tax kam ho jaana chahiye tha bjp ka campaign karne ke baad bollywood aakhir sabse jyada tax jo bharta hai,in,[]
1159,yaar itna victim card kaha se kharid ke laate ho bhai sahab humne bhi dila hum bhi kaand karke bachne ke liye use kiya karenge,hi,[]
1160,cruise kharidne waale ki filmo kabhi ek samay pe drug dealer ka paisa lag chuka hai,hi,[]
1161,muslim superstar kamal ka secularism hai,in,[]
1162,mujhe laga tha mere dost ki ye ark ke guilty innocent ka matter nahi hai matter umma tussi musalman assi musalman,en,[]
1163,kamal ka secularism hai,in,[]
1164,face tears joy face tears joy,und,[]
1165,aryan ke shoes bhakto ne drugs rakhe kya yaa bitcoin se bhakt len den karke aryan ko fasa rahe,hi,[]
1166,haa vo hi jiski wife accusation ki victim bani thi haa ye vo hi sameer wankhede hai jisne bolly celebs pe tax chori ka case banaya tha ye vo hi banda hai jisne mumbai se crore ka drugs zapt kar chuka hai,ht,[]
1167,mere dost trend tum log chala ho pr tum log karte ho know better,en,[]
1168,vaise cruise pe aryan khan party kar raha tha jaha drugs ka ganda dhanda chal raha tha agar aapki divya drishti ne kisi bhakt ko ark ko fasate dekh liye ho aapki divya drishti aap hi jaano,hi,[]
1169,well trust sameer wankhede waiting final result aur jab ye case sameer wankhede ke hai fir matter serious hai,en,[]
1170,kahi aisa nahi hai srk muslim hai isliye liberals ko aryan ke arrest pe mirchi lagi hui hai,hi,[]
1171,face tears joy face tears joy,und,[]
1172,mere hisab waha bjp netao ko jana chahiye kyoki opposition vo hai aur chunav unhe ladna hai,hi,[]
1173,god bless bhai,en,[]
1174,shahrukh khan vimal,hi,[]
1175,bhai ek free advice de raha hu final result se pehle chaudhary mat bano pehle dekh lo kya result nikalta hai,hi,[]
1176,bhai abhi tak saza mili nahi hai nayayik hirasat,hi,[]
1177,lagta hai tum log sameer wankhede se pehle investigation karke baithe hue ho aisa nahi yaha umma yaad aa rahi hai,hi,[]
1178,read bill please make screenshot point line said time tell us page line figure make sure must original copy bill signed president india cell page,en,[]
1179,seeing people become chaudhary social media ayan khan case,en,[]
1180,ok bhai,hi,[]
1181,accha,pt,[]
1182,learn something israel knows give respect also expert giving befitting replies enemies,en,[]
1183,best bhai ji tag nahi kiya,hi,"[{'screen_name': 'varunsharma_27', 'name': 'varun sharma 🇮🇳', 'id': '1437378277589483531'}, {'screen_name': 'iamdeepikayadav', 'name': 'deepika yadav', 'id': '1261574782535024641'}]"
1184,sir aapke time hota ab tak air india band hone ki kagar aa jaata,et,[]
1185,samajh aaye acchi baat varna radhe radhe,hi,[]
1186,filal yaha baat ye nahi ho rahi hai kaha kiski govt hai yaha ek selectivism ki baat ho rahi hai kyoki lakhimpur sab ko pata hai kashmir pandit koi yaad nahi aa raha,hi,[]
1187,sayad pata hona chahiye pakistan ko cover fire dete aaye hai aur vaise pakistan hi abrogation article ke thi,hi,"[{'screen_name': 'rahulgandhi', 'name': 'rahul gandhi', 'id': '3171712086'}, {'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}]"
1188,jai shree ram,hi,[]
1189,kya ye tanj leftisto pe hai jinko pm ke private jet free ki sawari karne ka laabh milta tha,hi,[]
1190,let enjoy meltdown,en,[]
1191,ab bhai ye mat kehna ye sawal bjp se pucho kyoki vipaksh congress hai aur sawal vipaksh ka hai,hi,[]
1192,dono jagha bjp ke haath power aap lakhimpur jaa sakte ho kashmir valley kyo nahi,hi,[]
1193,sawal ye nahi hai ki bjp se control ho raha hai yaa nahi sawal ye hai ki agar lakhimpur political tour ho sakta hai aisi konsi majboori hai ki kashmir valley political tour nahi ho raha hai jaha terrorist pandito ka katleam macha rahe hai,hi,[]
1194,mere dost modi lakhimpur bhi nahi gaye aur jo political tourism ke shaukin hai yaha unki baat ho rahi hai,hi,[]
1195,aur bhi bjp hi sab control kar rahi hai aisi konsi majboori hai lakhimpur tour pe jaane ka time mil gaya aur kashmir nahi,hi,[]
1196,kahi mention nahi kiya ka,tl,"[{'screen_name': 'rahulgandhi', 'name': 'rahul gandhi', 'id': '3171712086'}]"
1197,tit tat,en,[]
1198,bhai account suspend hua hai uska koi reason diya,hi,[]
1199,jai shree ram,hi,[]
1200,directly na sahi indirectly ji ne meri help ki mere friend ko dhundne thank u much ab samajh nahi aa raha ne iska previous account kyo suspend kar diya thinking face thinking face,en,"[{'screen_name': 'iamdeepikayadav', 'name': 'deepika yadav', 'id': '1261574782535024641'}, {'screen_name': 'varunsharma_27', 'name': 'varun sharma 🇮🇳', 'id': '1437378277589483531'}, {'screen_name': 'twitter', 'name': 'twitter', 'id': '783214'}]"
1201,purana account kaise suspend ho gaya,tl,[]
1202,called living fantasy world,en,[]
1203,data speed slow please try solve,en,[]
1204,change topic answer asked dynastic politics start talking merit bcci,en,[]
1205,rt today completes years high office greatest achievement,en,"[{'screen_name': 'aranganathan72', 'name': 'anand ranganathan', 'id': '1344897174'}, {'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}]"
1206,terrorists dying,en,[]
1207,vaise ji se pehle tak mujhe itne pasand nahi mera bhi politics join karne ka sapna tha previous govt policy lekin jo changes main bharat chahata hu vo hi changes dekh raha hu ji ke man bhi hai,hi,"[{'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}, {'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}]"
1208,given u example mamata banerjee killed opponents still best leader left liberals logic apply pm modi,en,[]
1209,already said people different opinion let give example sachin tendulkar best cricket fans msd best thing politics believe modi best let believe,en,[]
1210,politics chunav haar jeet hoti rehti hai new,en,[]
1211,amit shah bcci secretary,en,[]
1212,topic dynastic politics cricket dear let finish first,en,[]
1213,happy navratri ji hope aap dushere tak apni chutti khatm kar lengi,hi,"[{'screen_name': 'malhotra_malika', 'name': 'malika malhotra', 'id': '2748934372'}]"
1214,,und,[]
1215,thank u,en,[]
1216,question,en,[]
1217,like liberalisation indian economy believe like believe,en,[]
1218,right anyone believe narendra modi best leader according best like worst mamata banerjee best leader liberals killing opponents voters problem pm modi,en,[]
1219,ek baat batau dost duniya jitni countries hai vote different party ke liye reserved rehta hai vote hai vo hi aam aadmi ka vote hai,hi,[]
1220,aap haarne ke layak bhi nahi bache,hi,[]
1221,history judge future problem first find rahul gandhi still loosing fantasy world never help u remove modi,en,[]
1222,percentage rajiv gandhi vote get seats,en,[]
1223,percentage congress vote,en,[]
1224,many people voted,en,"[{'screen_name': 'rahulgandhi', 'name': 'rahul gandhi', 'id': '3171712086'}]"
1225,agar jay shah dynastic hai zahir si baat hai amit shah ko usse pehle secretary rahe honge lekin kahi google pe nahi mil raha hai,hi,[]
1226,top leadership kahi hai,hi,[]
1227,ab asian cricket council bhi chala raha hai,in,[]
1228,u,en,[]
1229,rip sir,en,[]
1230,ji please jaldi laut aao bahut lambi chutti le li,hi,[]
1231,sir modi ji bengal apne workers ke xenocide pe bhi nahi bole lakhimpur kya hi expect kar rahe ho,in,[]
1232,ji let us practical,en,[]
1233,muslim chachi humare liye bhi ek victim card kharid,hi,[]
1234,miss negi kehte hai jo log deri se jagte hai unke bhagya jo hota hai vo kam hone lagta hai isliye subha jaldi uthna chahiye,hi,[]
1235,good morning miss negi,en,[]
1236,,hi,[]
1237,wow dono bhai behen saaf safai hai difference ye hai ki ye kachra aur dusra congres ko,in,[]
1238,sir rahul gandhi ji ki taaj poshi se samay mile,hi,[]
1239,adani adani chilla raha hai,hi,[]
1240,looking like journalist remove shoes looking like student martial art,en,[]
1241,dear feeling slow network problem please try resolve,en,"[{'screen_name': 'vicustomercare', 'name': 'vi customer care', 'id': '1287644632449343488'}]"
1242,kyoki ambani g china ko competition de raha hai aur adani indian ocean arabian sea china ka influence kam kar raha hai yahi dikkat hai inki ye baat karenge eqallity maintain ki desh jyadatar middle class aur garib hai ye kyo amir hai ye bhi garib ban jaay,hi,[]
1243,,hi,"[{'screen_name': 'amanchopra_', 'name': 'aman chopra', 'id': '1273748948'}, {'screen_name': 'sardanarohit', 'name': 'रोहित सरदाना', 'id': '111944435'}]"
1244,natija ye ki bhai ke temple tax bhi relevant section padhke apni faziyat kara baithi keep bhai,in,"[{'screen_name': 'elvishyadav', 'name': 'elvish yadav', 'id': '806183832433008640'}, {'screen_name': 'elvishyadav', 'name': 'elvish yadav', 'id': '806183832433008640'}]"
