,tweet,language
782,news fire covid hospital rajkot distressing similar fire broke august ahmedabad government must investigate seriously cases condolences family patients lost lives,en
783,,hi
784,diego legend left us magician showed us football called beautiful game condolences family friends fans gracias argentina,en
785,,hi
786,sad day shri ahmed patel pillar congress party lived breathed congress stood party difficult times tremendous asset miss love condolences faisal mumtaz amp family,en
787,cyclone nivar making presence felt tamil nadu puducherry parts andhra pradesh please follow safety measures appeal congress workers provide assistance need stay indoors stay safe,en
788,chronology samajhiye first karz maafi big companies next huge tax cuts companies give people savings directly banks set companies,en
789,shri tarun gogoi true congress leader devoted life bringing people communities assam together great wise teacher loved respected deeply miss love condolences gaurav amp family,en
790,pm must tell nation covid vaccine candidates goi choose amp get vaccine first amp distribution strategy pmcares fund used ensure free vaccination indians vaccinated,en
791,china geopolitical strategy countered pr driven media strategy simple fact seems elude minds running goi,en
792,modi govt unplanned lockdown pushed millions poverty jeopardised health citizens compromised future students due digital divide bitter truth goi tries cover blatant lies,en
793,,hi
794,,hi
795,psu da,hi
796,,hi
797,,hi
798,gdp,hi
799,,hi
800,,hi
801,gdp,hi
802,,hi
803,,hi
804,,hi
805,wish ahmed patel ji speedy complete recovery earliest party needs able guidance every step way,en
806,sad hear demise dadasaheb phalke awardee shri soumitra chatterjee actor par excellence nation revered years heartfelt condolences family friends fans,en
807,,hi
808,wishing,hi
809,today india celebrates birth anniversary first pm pandit jawaharlal nehru ji towering visionary laid foundation country values brotherhood egalitarianism amp modern outlook endeavour must conserve values,en
810,,hi
811,,hi
812,,hi
813,india entered recession first time history mr modi actions turned india strength weakness,en
814,great grief received news unfortunate demise royal highness prince khalifa bin salman al khalifa prime minister kingdom bahrain deepest condolences hm king bahrain royal family people bahrain,en
815,,hi
816,even though pfizer created promising vaccine logistics making available every indian need worked goi define vaccine distribution strategy reach every indian,en
817,,te
818,,hi
819,,hi
820,,hi
821,pm,hi
822,congratulations vice president elect makes us proud first woman serve vice president usa traces roots india,en
823,congratulations president elect confident unite america provide strong sense direction,en
824,happy birthday thiru strong voice contributed modern tamil culture,en
825,,hi
826,chinese respect strength amp clear strategic action goi approach kowtowing everyone taking india dangerous quagmire,en
827,,hi
828,,hi
829,,hi
830,,hi
831,,hi
832,,hi
833,,hi
834,,hi
835,pm,hi
836,,hi
837,asato sadgamaya tamaso jyotirgamaya tyor ta gamaya false truth darkness light death life thank dadi showing means live words,en
838,pm,hi
839,occasion may spirit kindness brotherhood guide one heartiest wishes,en
840,youtube,hi
841,,hi
842,,hi
843,,hi
844,,pa
845,happened punjab yesterday sad punjab feeling anger towards pm dangerous precedent bad country pm reach listen give healing touch quickly,en
846,speaking ramettan informative evoked memories grandmother indira ji ramettan testimony grandmother indira ji taught child,en
847,deep inside mr bhagwat knows truth scared face truth china taken land goi amp rss allowed,en
848,,hi
849,,hi
850,unlike governments punjab rajasthan denying girl raped threatening family blocking course justice go fight justice,en
851,pm teaches india run truth millions people lost dignity livelihoods result,en
852,,hi
853,,hi
854,,hi
855,goi announced india covid access strategy kindly refer state wise election schedule know get along hoard false promises,en
856,,hi
857,india continues suffer modi made disasters stories starvation deaths especially children heartbreaking goi allow godowns overflowing excess food,en
858,pm,hi
859,dear pm pm address please tell nation date throw chinese indian territory thank,en
860,reviewed covid management constituency state central governments playing blame game covid spreading rapidly critical stops everyone focuses defeating covid,en
861,completely destroy economy infect maximum number people really quickly,en
862,started going,und
863,best wishes navratri,hi
864,,hi
865,,hi
866,another solid achievement bjp government even pakistan afghanistan handled covid better india,en
867,leaders divided internally let countries become battlegrounds dominant powers time people paid leaders actions blood tears,en
868,anyone guess common countries pakistan iraq korea vietnam syria afghanistan,en
869,pmcares conceal truth,en
870,solid achievement years bjp hate filled cultural nationalism bangladesh set overtake india clapping hands clapping hands,en
871,,hi
872,,hi
873,,hi
874,centre promises gst revenue states economy shattered pm amp covid pm gives lakh crs tax cuts corporates buys planes crs centre money pay states fm tells states borrow cm mortgaging future modi,en
875,case study react pandemic,en
876,shameful truth many indians consider dalits muslims tribals human cm amp police say one raped many indians one,en
877,pm,hi
878,real danger india pm understand fact nobody around guts tell,en
879,,hi
880,pm pm,hi
881,,hi
882,agree life purpose bring people faiths together land,en
883,pm,hi
884,stopped us bridge haryana border moving happy wait hour hours hours hours hours hours,en
885,watch live press conference media farms laws,en
886,,hi
887,clp,hi
888,filthy rss male chauvinist mentality work men raping women need taught good values,en
889,,hi
890,,hi
891,,hi
892,,hi
893,,hi
894,,hi
895,,hi
896,,hi
897,,hi
898,,hi
899,,hi
900,,hi
901,,hi
902,,hi
903,,hi
904,agriculture laws death sentence farmers voice crushed parliament outside proof democracy india dead,en
905,,hi
906,,hi
907,campaign,hi
908,india feels absence pm depth dr manmohan singh honesty decency dedication source inspiration us wishing happy birthday lovely year ahead,en
909,,hi
910,heartfelt condolences bereaved family friends mr p balasubrahmanyam songs touched millions hearts many languages voice live,en
911,gst msmes,hi
912,flawed gst destroyed msmes new agriculture laws enslave farmers,en
913,pr,hi
914,,hi
915,,hi
916,mr modi destroyed web relationships congress built nurtured several decades living neighbourhood friends dangerous,en
917,msp,hi
918,,hi
919,muting democratic india continues initially silencing later suspending mps parliament amp turning blind eye farmers concerns black agriculture laws omniscient govt endless arrogance brought economic disaster entire country,en
920,,hi
921,apmc msp msp,hi
922,,hi
923,,hi
924,gst,hi
925,,hi
926,,hi
927,massive unemployment forced youth call today employment dignity long govt deny,und
928,wishing pm narendra modi ji happy birthday,en
929,understand chronology small blue diamond pm said one crossed border small blue diamond took huge loan china based bank small blue diamond def min said china occupied land small blue diamond mos home says infiltration modi govt indian army china modi ji scared,en
930,chronology small blue diamond pm small blue diamond small blue diamond small blue diamond,hi
931,black small square black small square black small square black small square black small square black small square,hi
932,,hi
933,known us confirmed founding aap member iac movement amp aap propped rss bjp subvert democracy bring upa government,en
934,,hi
935,msp,hi
936,pm,hi
937,folded hands,hi
938,best wishes students appearing neet exam sympathies take due covid pandemic floods wish modi ji concerned jee neet aspirants amp students crony capitalist friends,en
939,one india biggest employers wait see mode since covid cases rising hope job creation amp safe future youth anytime soon yet another outcome modi govt sudden amp unplanned lockdown snowballed india already precarious economy,en
940,gdp goi,hi
941,modi govt well planned fight covid put india abyss historic gdp reduction crore jobs lost lac crores additional stressed loans globally highest daily covid cases amp deaths goi amp media sab changa si,en
942,,hi
943,talk china restoration status quo ante march pm amp goi refuse take responsibility pushing china land talk worthless,en
944,chinese taken land exactly goi planning get back also going left act god,en
945,india like ship travelling ocean captain staring rear view mirror history going nowhere really fast long ship runs aground,en
946,,hi
947,policies modi govt caused loss crores jobs historic fall gdp crushed future india youth let make govt listen voice join onwards,en
948,,hi
949,due modi govt gross mismanagement covid india total cases world nd highest india weekend tally higher us amp brazil put together sunday india share total cases worldwide flattening curve stay safe everyone,en
950,lic,hi
951,psus stop privatisation save govt jobs,hi
952,gdp,hi
953,gdp gst black small square black small square black small square gst,hi
954,dislike thumbs comment speech balloon,hi
955,minimum govt maximum privatisation,hi
956,entire universe teacher willing learn,en
957,small blue diamond small blue diamond small blue diamond small blue diamond small blue diamond,hi
958,,hi
959,gdp,hi
960,,hi
961,india reeling modi made disasters historic gdp reduction highest unemployment yrs crs job loss centre paying states gst dues globally highest covid daily cases deaths external aggression borders,en
962,modi govt jeopardising india future arrogance making ignore genuine concerns jee neet aspirants well demands took ssc exams give jobs empty slogans,en
963,gdp,hi
964,international media fully exposed facebook amp whatsapp brazen assault india democracy amp social harmony one let alone foreign company allowed interfere nation affairs must investigated immediately amp found guilty punished,en
965,gdp reduces worst independent india history unfortunately govt ignored warnings gdp,und
966,great sadness nation receives news unfortunate demise former president shri pranab mukherjee join country paying homage deepest condolences bereaved family friends,en
967,,hi
968,may festival onam usher good health happiness prosperity everyone,ml
969,congratulations indian team winning online fide chess olympiad made country proud congrats russian team,en
970,watch video series modi govt destroyed indian economy first video tomorrow social media channels,und
971,jee neet aspirants wanted pm pariksha pe charcha pm khilone pe charcha,en
972,best indian team online chess olympiad matter great pride finals first time ever go win billion hearts rooting,en
973,whatsapp bjp whatsapp whatsapp bjp whatsapp,hi
974,america time magazine exposes whatsapp bjp nexus used cr indians whatsapp also wants used making payments modi govt approval needed thus bjp hold whatsapp,en
975,news kanyakumari mp shri h vasanthakumar untimely demise due covid come shock commitment congress ideology serving people remain hearts forever heartfelt condolences friends family members,en
976,india economy destroyed three actions demonetisation flawed gst failed lockdown anything else lie,en
977,neet jee aspirants safety compromised due failures govt govt must listen stakeholders arrive consensus,en
978,unite voice lakhs suffering students onwards let make govt listen students,und
979,tax cut benefit given big businesses interest waiver loans middle class,und
980,fair inclusive covid vaccine access strategy place still signs goi unpreparedness alarming,en
981,neet jee covid,hi
982,neet jee aspirants worried health amp future genuine concerns fear covid infection transport amp lodging pandemic flood mayhem assam amp bihar goi must listen stakeholders amp find acceptable solution,en
983,rbi,hi
984,rbi confirmed warning months govt needs spend lend give money poor tax cuts industrialists restart economy consumption distractions media help poor make economic disaster disappear,en
985,,hi
986,,hi
987,,hi
988,neet jee goi must listen neet jee exams arrive acceptable solution,und
989,,hi
990,money stolen indian exchequer rafale truth one paths many mahatma gandhi,en
991,,hi
992,economic slump unemployment chinese aggression ail country goi let spend taxpayers money image correction,en
993,msmes,hi
994,helping transform life tribal communities living remote areas lok sabha constituency wayanad providing medical care door step salute doctors amp healthcare workers whose selfless service saves lives,en
995,rajiv gandhi man tremendous vision far ahead times else compassionate loving human incredibly lucky proud father miss today everyday,en
996,nfsa,hi
997,,hi
998,,hi
999,allow manipulation hard earned democracy bias fake news amp hate speech exposed facebook involvement peddling fake hate news needs questioned indians,en
1000,,hi
1001,pmcares right improbity,en
1002,,hi
1003,rss,hi
1004,bjp amp rss control facebook amp whatsapp india spread fake news hatred use influence electorate finally american media come truth facebook,en
1005,,hi
1006,everybody believes capability valour indian army except pm whose cowardice allowed china take land whose lies ensure keep,en
1007,,hi
1008,,hi
1009,alternative coexistence codestruction jawaharlal nehru best wishes independence day india india india,en
1010,,hi
1011,goi scared face chinese intentions ladakh evidence ground indicates china preparing positioning pm personal lack courage media silence result india paying huge price,en
1012,india one covid vaccine producing nations needs clearly defined inclusive amp equitable vaccine access strategy ensuring availability affordability amp fair distribution goi must,en
1013,corona curve frightening flattening pm,und
1014,nature protects protected goi must stop dismantling india environmental regulations essential first step withdraw draft eia notification,en
1015,,hi
1016,,hi
1017,,hi
1018,,hi
1019,mgnrega nyay,hi
1020,wishing former president shri pranab mukherjee speedy recovery,en
1021,corona,hi
1022,eia eia draft must withdrawn stop environmental destruction,hi
1023,,hi
1024,,hi
1025,,hi
1026,,hi
1027,,hi
1028,,hi
1029,shocked devastating news plane mishap kozhikode deepest condolences friends family died accident prayers speedy recovery injured,en
1030,watch virtual rally congress workers amp leaders bihar,en
1031,condolences families lost lives landslide munnar kerala request state govt bring trapped safety urge congress workers assist rescue relief work,en
1032,rbi reveals real mood nation people confidence time low fear insecurity time high expect bad news economy jobs front,en
1033,,hi
1034,,hi
1035,forget standing china india pm lacks courage even name denying china territory removing documents websites change facts,en
1036,,hi
1037,pm lying,en
1038,,hi
1039,people trust amp confidence economy evaporated pm amp team neither understanding tools ability fix problem question time every indian forced understand,en
1040,right decisions right time means india better countries pm,en
1041,wishing every one happy,und
1042,wishing mr amit shah speedy recovery,en
1043,india democracy damaged goi illegally detains political leaders high time mehbooba mufti released,en
1044,saddened hear sad demise amar singh ji condolences family loved ones,und
1045,greetings eid al adha,und
1046,,hi
1047,watch conversation founder grameen bank nobel peace prize winner prof muhammad yunus youtube channel youtube,und
1048,youtube,hi
1049,watch youtube channel tomorrow latest video conversation founder grameen bank nobel peace prize winner prof muhammad yunus,en
1050,illegal detention political leaders absolutely basis damages fabric nation mr soz must released,en
1051,gst,hi
1052,love support family friends somen mitra difficult time remember love fondness respect,en
1053,iaf hal,hi
1054,congratulations iaf rafale meanwhile goi answer aircraft costs crores instead crores aircraft bought instead bankrupt anil given crores contract instead hal,en
1055,,hi
1056,efforts clean banking system cost job pm want go wilful defaulters,en
1057,chinese occupied indian land hiding truth allowing take anti national bringing people attention patriotic,en
1058,goi operating strategy hand country wealth crony capitalists bleed psu making financially unviable get crony capitalists media campaign saying uncompetitive sell crony capitalists pittance,en
1059,,hi
1060,,hi
1061,,hi
1062,good idea suggested time back implementation need complete change mindset,en
1063,,hi
1064,,hi
1065,covid,hi
1066,kept warning covid economy rubbished disaster followed keep warning china rubbishing,en
1067,pm focused building image india captured institutions busy task one man image substitute national vision,en
1068,,hi
1069,,hi
1070,mp,hi
1071,pm fabricated fake strongman image come power biggest strength india biggest weakness,en
1072,,hi
1073,covid gdp,hi
1074,bjp institutionalised lies covid restricting testing misreporting deaths gdp using new calculation method chinese aggression frightening media illusion break soon india pay price,en
1075,china taken land goi behaving like chamberlain embolden china india going pay huge price goi cowardly actions,en
1076,amount hate ever deface giant,ta
1077,,hi
1078,since pm constant blunders indiscretions fundamentally weakened india left us vulnerable empty words suffice world geopolitics,en
1079,,hi
1080,,hi
1081,,hi
1082,india global strategy tatters losing power respect everywhere goi idea,en
1083,,hi
1084,want make current affairs history crisis clear accessible interested truth tomorrow sharing thoughts video,en
1085,today large part indian news media captured fascist interests hate filled narrative spread television channels whatsapp forwards false news narrative lies tearing india apart,en
1086,lying asleep india paying,en
1087,india good position battle,en
1088,,hi
1089,,hi
1090,pm scared disclosing names donated money pmcares everyone knows chinese companies huawei xiaomi tiktok oneplus gave money share details,en
1091,,mr
1092,goi must listen veterans inform india steps taken ensure indian territory taken china allow independent fact finding mission identify incursion intrusion encroachment china,en
1093,,hi
1094,extremely unfair conduct exams covid pandemic ugc must hear voice students academics exams cancelled students promoted basis past performance,en
1095,campaign,und
1096,,hi
1097,,hi
1098,mr modi believes world like thinks every one price intimidated never understand fight truth price intimidated,en
1099,small amp medium enterprises stand destroyed large companies severe stress banks distress stated months ago economic tsunami coming ridiculed bjp media warning country truth,en
1100,india economic mismanagement tragedy going destroy millions families longer accepted silently,en
1101,national interest paramount goi duty protect status quo ante insisted china allowed justify murder unarmed jawans territory mention territorial sovereignty galwan valley,en
1102,future hbs case studies failure covid demonetisation gst implementation,en
1103,opacity putting indian lives risk ensuring public money used buy sub standard products,en
1104,,hi
1105,patriotic ladakhis raising voice chinese intrusion screaming warning ignoring warning cost india dearly india sake please listen,en
1106,affirmative action vital social justice strongly support congress president demand extend reservation obcs india quota medical dental seats state ut govt medical education institutions also,en
1107,ladakhis say china took land pm says nobody took land obviously someone lying,en
1108,,hi
1109,america benefited enormously embracing india vast talent pool h b program suspension impact millions indians us firms revoked,en
1110,,hi
1111,watch conversation nurses covid crisis,en
1112,immensely grateful dedicated professionals inspire hope times today watch dedicated nurses conversation covid crisis react,en
1113,tomorrow onwards across social media platforms watch conversation indian nurses around world frontline battle,en
1114,,hi
1115,pm,hi
1116,facts lie bjp says make india bjp buy china,en
1117,,hi
1118,campaign,und
1119,,hi
1120,,hi
1121,locusts destroyed crops haryana rajasthan punjab mp gujarat maharashtra goi must provide support states farmers suffered menace,en
1122,covid spreading rapidly new parts country goi plan defeat pm silent surrendered refusing fight pandemic,en
1123,police brutality terrible crime tragedy protectors turn oppressors offer condolences family victims appeal government ensure,en
1124,,hi
1125,,hi
1126,,hi
1127,china took land india negotiating get back china says indian land pm publicly supported china claim pm backing china india army,en
1128,,hi
1129,china killed soldiers china took land china praising mr modi conflict,en
1130,pm,hi
1131,,hi
1132,,hi
1133,narendra modi actually surender modi,en
1134,pm surrendered indian territory chinese aggression land chinese soldiers killed killed,en
1135,sad see senior goi ministers reduced lying order protect pm insult martyrs lies,en
1136,crystal clear chinese attack galwan pre planned goi fast asleep denied problem price paid martyred jawans,en
1137,,hi
1138,dare china kill unarmed soldiers soldiers sent unarmed martyrdom,en
1139,painful insult indian army naming china tweet take days condole address rallies soldiers martyred hide get army blamed crony media make paid media blame army instead goi,en
1140,,hi
1141,pm silent hiding enough enough need know happened dare china kill soldiers dare take land,en
1142,words describe pain feel officers men sacrificed lives country condolences loved ones stand difficult time,en
1143,pm modi tragic times dictate putting money directly hands middle class poor stop profiteering misery,en
1144,covid mortality rate gujarat maharashtra rajasthan punjab puducherry jharkhand chhattisgarh gujarat model exposed,en
1145,middle class poor pay gifts crony capitalists get,en
1146,lock proves thing dangerous ignorance arrogance albert einstein,en
1147,sorry hear passing young amp talented actor gone soon condolences family friends amp fans across world,en
1148,goi inject cash start economy poor decimated middle class become new poor crony capitalists entire country,en
1149,insanity thing expecting different results anonymous,en
1150,india firmly way winning wrong race horrific tragedy resulting lethal blend arrogance incompetence,en
1151,watch conversation ambassador nicholas burnson covid crisis,en
1152,today onwards watch discuss ambassador nicholas burns professor diplomacy amp international relations harvard covid crisis reshaping world order,en
1153,tomorrow friday th june onwards join conversation ambassador nicholas burns covid crisis reshaping world order across social media platforms,en
1154,chinese walked taken territory ladakh meanwhile pm absolutely silent vanished scene,en
1155,millions sisters brothers like ajay share pain everything protect overcome together,en
1156,rm done commenting hand symbol answer chinese occupied indian territory ladakh,en
1157,condolences family friends ajay pandita sacrificed life democratic process kashmir stand time grief violence never win,en
1158,media muzzled terrified truth seems dormant flows blood every single indian army officer soldier know exactly happening ladakh,en
1159,rt plea govt time national crisis time play politics bjp vs congress issue,en
1160,,hi
1161,govt actively destroying economy refusing give cash support people msmes demon,en
1162,failed lockdown looks like,en
1163,patriots must read general panag article,en
1164,,hi
1165,youtube,hi
1166,watch conversation mr rajiv bajaj covid crisis,en
1167,today onwards watch discuss mr rajiv bajaj md bajaj auto impact lockdown means indian economy,en
1168,tomorrow thursday th june onwards join conversation mr rajiv bajaj covid crisis across social media platforms,en
1169,thank rahul dubey opening heart home weak oppressed,en
1170,goi please confirm chinese soldiers entered india,en
1171,,hi
1172,crore indian employed msmes closing permanently criminal goi give cash support immediately,en
1173,moody rated modi handling india economy step junk lack support poor msme sector means worst yet come,en
1174,upcc,hi
1175,violence video isolated expression many indian women always faced violence comes many forms amp sustained culture glorifies symbols womanhood simultaneously treating women total contempt amp disrespect,en
1176,greetings amp best wishes people goa statehood day historic day leadership pm shri rajiv gandhi goa became state republic india,en
1177,sorry hear passing shri ajit jogi former parliamentarian amp chhattisgarh first cm condolences family friends amp followers time grief may rest peace,en
1178,government silence border situation china fueling massive speculation uncertainty time crisis goi must come clean tell india exactly happening,en
1179,sorry hear passing author amp managing director mathrubhumi group p veerendra kumar ji condolences family colleagues amp friends time grief,en
1180,time every indian stand together amp speak one voice brothers amp sisters struggling survival whose voice silenced despair amp fearful india together make difference,en
1181,,hi
1182,view complete conversation global public health experts prof ashish jha amp prof johan giesecke nature covid virus amp global health implications click link short clip video,en
1183,pandit jawaharlal nehru ji brave freedom fighter architect modern india amp first pm visionary immortalised world class institutions inspired stood test time death anniversary tribute great son india,en
1184,today onwards watch conversation crisis two brilliant global health experts prof ashish jha harvard amp prof johan giesecke karolinska institute sweden available social media platforms,en
1185,watch video see paid media distorts truth serve masters distract attention real issues,en
1186,pm corona,hi
1187,watch live video press conference covid crisis lockdown amp related issues,en
1188,eid mubarak every one,en
1189,,hi
1190,watch short film speak india real nation builders migrant brothers amp sisters,en
1191,playing youtube channel conversation india unsung heroes migrant brothers amp sisters suffered tremendous hardship violence amp injustice past weeks subscribe youtube channel watch latest videos,en
1192,youtube,hi
1193,days ago met group migrants walking hundreds km work site haryana village near jhansi tomorrow onwards watch incredible story grit determination amp survival youtube channel,en
1194,sorry hear air crash pakistan many lives lost news survivors ray hope amp pray many miraculous stories survival tonight deepest condolences families perished,en
1195,widespread devastation caused west bengal amp odisha disturbing condolences families perished amp pray injured make speedy recovery offer support brave people two states time crisis,en
1196,memory beloved father shri rajiv gandhi martyred day wonderful father gentle kind compassionate amp patient miss always stay alive heart amp wonderful memories,en
1197,live launch rajiv gandhi kisan nyay yojana chhattisgarh,hi
1198,,hi
1199,,hi
1200,upa mnrega mnrega,hi
1201,best wishes shri h deve gowda ji birthday pray blessed good health happiness always,en
1202,live regional electronic media press conference,en
1203,live twitter youtube youtube,hi
1204,taking questions electronic regional news media noon today watch press conference live right twitter youtube channel youtube please press bell icon subscribe channel,en
1205,,hi
1206,geniuses niti aayog done like remind graph predicting govt national lockdown strategy would ensure fresh covid cases tomorrow may th,en
1207,,hi
1208,,hi
1209,across india nurses working tirelessly around clock help save lives unsung heroes first line defence covid virus thank amp salute amp every one hard work amp dedication,en
1210,,hi
1211,fund received huge contributions psus amp major public utilities like railways important pm ensures fund audited amp record money received spent available public,en
1212,,hi
1213,addressing video press conference taking live questions covid economic crisis find please join right live,en
1214,,hi
1215,best wishes amp greetings amp every one joyous occasion buddha purnima,und
1216,shocked hear urge congress workers amp leaders area provide necessary support amp assistance affected condolences families perished pray hospitalised make speedy recovery,en
1217,congratulate security forces bringing terrorist riyaz naikoo justice killing innocent people terrorists must never go unpunished,en
1218,,hi
1219,tackling virus think terms zones reopening economy think terms supply chains,en
1220,congratulations indian photojournalists dar yasin mukhtar khan channi anand winning pulitzer prize powerful images life jammu amp kashmir make us proud,en
1221,conversation nobel laureate abhijit banerjee economic impact covid crisis,en
1222,subscribe youtube,hi
1223,tomorrow tune watch conversation nobel laureate abhijit banerjee dealing economic fall crisis join conversation amp regular video updates subscribe youtube channel,en
1224,,hi
1225,arogya setu app sophisticated surveillance system outsourced pvt operator institutional oversight raising serious data security amp privacy concerns technology help keep us safe fear must leveraged track citizens without consent,en
1226,,hi
1227,,hi
1228,,hi
1229,terrible week indian cinema passing another legend actor rishi kapoor wonderful actor huge fan following across generations greatly missed condolences family friends amp fans world time grief,en
1230,conversation dr raghuram rajan former rbi governor dealing crisis,en
1231,today watch conversation dr raghuram rajan former rbi governor dealing crisis amp new vision india twitter facebook amp youtube platforms first series conversations global amp indian thought leaders,en
1232,dismayed unfollowing president amp pm white house urge ministry external affairs take note,en
1233,sorry hear passing irrfan khan versatile amp talented actor popular indian brand ambassador global film amp tv stage greatly missed condolences family friends amp fans time grief,en
1234,rbi,hi
1235,human would try amp profiteer immeasurable suffering millions brothers amp sisters beyond belief amp comprehension scam insult every indian urge pm act swiftly bring corrupt justice,en
1236,pm,hi
1237,,hi
1238,experts agree mass random testing key beating corona india bottle neck stopping us scaling testing current per day lakh tests day test kits already stock pm needs act fast amp clear bottleneck,en
1239,tribute great poet statesman philosopher amp saint basavanna jayanti,en
1240,proud sisters mahila congress across india working great sincerity dedication reach need help support short video highlights work salute,en
1241,fishermen ap stranded gujarat confined tiny fishing trawlers month unhygienic conditions limited food amp water appeal govt move brothers relief camps ensure well,en
1242,ramzan mubarak every one wish peace good health month ramadan,en
1243,da,hi
1244,,hi
1245,,hi
1246,indian youth congress stepped time crisis help need distributing food masks essential supplies brothers amp sisters distress salute iyc leaders amp workers across india dedication amp selfless service,en
1247,covid msme,hi
1248,devastated micro small amp medium businesses msme congress party needs help send us suggestions amp ideas msme economic stimulus package cover social media platforms,en
1249,,hi
1250,,hi
1251,gst gst,hi
1252,thank govt taking note warning amending fdi norms make mandatory govt approval specific cases,en
1253,pandemic huge challenge also opportunity need mobilise huge pool scientists engineers amp data experts work innovative solutions needed crisis,en
1254,,hi
1255,pm live live facebook twitter,hi
1256,address live video press conference pm today crisis amp related issues watch live facebook twitter,en
1257,pds,hi
1258,crisis amp shutting businesses middle east left thousands indian workers deep distress amp desperate return home govt must organise flights bring home brothers amp sisters need assistance quarantine plans place,en
1259,,hi
1260,india delayed purchase testing kits amp critically short tests per million indians company laos niger amp honduras mass testing key fighting virus present nowhere game,en
1261,tributes great social reformer amp chief architect constitution babasaheb bhimrao ambedkar ji jayanti,und
1262,,hi
1263,one size fit lockdown brought untold misery amp suffering millions farmers migrant labourers daily wagers amp business owners needs smart upgrade using mass testing isolate virus hotspots amp allowing businesses areas gradually reopen,en
1264,,hi
1265,sorry hear passing shri v rajasekharan ji veteran congress leader amp former union minister expert rural development contribution karnataka amp nation immense condolences family amp supporters time grief,en
1266,tribute martyrs jallianwala bagh massacre day sacrifice never forgotten,und
1267,massive economic slowdown weakened many indian corporates making attractive targets takeovers govt must allow foreign interests take control indian corporate time national crisis,en
1268,best wishes greetings joyous occasion easter,en
1269,,hi
1270,good friday may blessed peace compassion fellow beings spirit self sacrifice,en
1271,,hi
1272,,hi
1273,,hi
1274,friendship retaliation india must help nations hour need lifesaving medicines made available indians ample quantities first,en
1275,,hi
1276,opportunity india unite one people putting aside differences religion caste amp class forge one common purpose defeat deadly virus compassion empathy amp self sacrifice central idea together win battle,en
1277,,hi
1278,,hi
1279,india simply testing enough fight virus making people clap amp shining torches sky going solve problem,en
1280,congress cwc meeting today emphasised urgent need devise india specific strategy combat amp congress workers amp leaders help soften blow assisting poor amp vulnerable sections society every possible way,en
1281,best wishes amp greetings amp every one ram navmi,und
1282,,hi
1283,earlier today wrote letter pm coronavirus crisis offered complete support dealing extraordinary situation also shared concerns ongoing lockdown letter forwarded tweet,en
1284,work amp facing uncertain future millions brothers amp sisters across india struggling find way back home shameful allowed indian citizen treated way amp govt contingency plans place exodus,en
1285,,hi
1286,,hi
1287,lockdown devastate poor amp weak deliver heavy blow india love india black amp white decisions carefully thought nuanced amp compassionate approach required deal crisis still late,en
1288,govt announcement today financial assistance package first step right direction india owes debt farmers daily wage earners labourers women amp elderly bearing brunt ongoing lockdown,en
1289,shocked news terror attack gurudwara kabul afghanistan people died condolences families lost lives pray injured make speedy recovery,en
1290,direct b,hi
1291,covid b icu,hi
1292,,hi
1293,happy ugadi gudi padva amp sajibu cheiraoba everyone difficult times pass stay safe,und
1294,feeling sad completely avoidable time prepare taken threat much seriously much better prepared,en
1295,,hi
1296,,hi
1297,,hi
1298,sledgehammer blow brittle economy small amp medium businesses amp daily wage earners worst hit clapping help massive economic package includes direct cash transfers tax breaks amp moratorium loan repayments,en
1299,,hi
1300,quick aggressive action answer tackling india going pay extremely heavy price governments inability act decisively,en
1301,people tamil nadu disrespected parliament today speaker refused allow supplementary question language strongly protest injustice done tamil people amp disregard established practises amp traditions parliament,en
1302,,hi
1303,days ago requested pass benefit global oil price crash indian consumers slashing prices petrol amp diesel india instead heeding advice genius gone hiked fuel,en
1304,keep repeating huge problem ignoring problem non solution indian economy destroyed strong action taken government stupor,en
1305,rt two powerful warriors patience time leo tolstoy,en
1306,hey busy destabilising elected congress govt may missed noticing crash global oil prices could please pass benefit indians slashing prices per litre help boost stalled economy,en
1307,best wishes ji birthday wish good health happiness always,en
1308,happy holi amp every one,hi
1309,sorry hear passing former governor amp law minister shri hansraj bhardwaj long years dedicated service congress party always remembered condolences friends family time grief om shanti folded hands,en
1310,strength meant moral power woman immeasurably man superior mahatma gandhi women india may grow strength strength,en
1311,yes bank modi ideas destroyed india economy,en
1312,health minister saying indian govt crisis control like capt titanic telling passengers panic ship unsinkable time govt made public action plan backed solid resources tackle crisis,en
1313,sad see hatred love strength hate weakness india act hatred way,en
1314,dear quit wasting india time playing clown social media accounts india facing emergency focus attention every indian taking corona virus challenge done,en
1315,moments life every nation leaders tested true leader would completely focused averting massive crisis unleashed virus india economy,en
1316,give hatred social media accounts,en
1317,,hi
1318,best wishes birthday may blessed good health happiness always,en
1319,remembering brave judge loya transferred,en
1320,violence today delhi disturbing amp must unequivocally condemned peaceful protests sign healthy democracy violence never justified urge citizens delhi show restraint compassion amp understanding matter provocation,en
1321,,hi
1322,recent video two young dalit men brutally tortured nagaur rajasthan horrific amp sickening urge state government take immediate action bring perpetrators shocking crime justice,en
1323,,hi
1324,govt disrespected every indian woman arguing sc women army officers deserve command posts permanent service inferior men congratulate india women standing amp proving bjp govt wrong,en
1325,today remember crpf martyrs let us ask benefitted attack outcome inquiry attack bjp govt yet held accountable security lapses allowed attack,en
1326,agree members bjp protest astronomical rs price hike lpg cylinders,en
