,tweet,language,mentions
275,rt another reminder folks covid cases increasing proposals wait please ensure wear mask,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
276,rt dear punekars two new police stations loni kand loni kalbhor added pune rural pune city police j,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
277,rt special character board takes account safety high ensure use alphanumeric passwords special charact,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
278,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
279,beat virus face medical mask left arrow keycap right arrow face medical mask left arrow keycap right arrow face medical mask,en,[]
280,rt grinning face big eyes,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
281,rt grinning face big eyes,en,"[{'screen_name': 'punecitytraffic', 'name': 'pune city traffic police', 'id': '1029723840480464896'}, {'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}]"
282,grinning face big eyes,en,[]
283,rt locked never share otp anyone asks yor otp scam keep money safe following simple ru,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
284,locked never share otp anyone asks yor otp scam keep money safe following simple rule never share otp aware secure,en,[]
285,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
286,rt get big v virus appeal eligible punekars get vaccinated virus free pune,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
287,co morbidities go vaccine,en,[]
288,family car,en,[]
289,rt numbers rise better safe sorry,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
290,,mr,[]
291,wear mask outdoor rest case,en,[]
292,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
293,yes,und,[]
294,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
295,,mr,[]
296,may lord shiva keep dear ones away evil wishing punekars happy safe mahashivratri,en,[]
297,rt guessed thus stepped please return favour amp concern quit,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
298,rt please bro smoke mat karo gender neutral hit mein jaari,de,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
299,lit quit,en,[]
300,everyone entitled befitting reply,en,[]
301,life lesson forever,en,[]
302,unlimited within law,en,[]
303,rt strong passwords key account safety,und,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
304,thank participating first ever twitter live punekars fruitful interaction hope times come together let work towards building better pune let meet soon,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
305,thank much pune first live interaction city cp made memorable amp meaningful indeed take care stay safe take necessary precautions let chase virus pune soon till tweet meet,en,[]
306,trying best police citizen relationship improved great extent like relationship time taking process ready whatever takes win people hearts,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
307,totally agree sorry face situation totally unacceptable take due action whenever incidents brought notice,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
308,would want intruding helmet personal choice amp accessory punekar may want one liking respect please pick one choice flaunt safety always fashion,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
309,police stations police chowkies spread across pune city easy access citizens respective areas feel free reach ones nearest,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
310,glad asked question public space smokers booked relevant sections law,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
311,see us eyes women safety continue amongst top prioritie,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
312,interaction interesting wish could continue much longer let atleast talk another minutes often sure,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
313,may intimate follow without disclosing wish report particularly interaction dm call shall kept anonymous,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
314,women safety reflection goodness pune city glad serving people understand value respecting women ones apt legal provisions show way,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
315,,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
316,,mr,[]
317,curfew necessary restrictions shall continue till driven virus city restrictions reduced added per situation,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
318,mask chin guard spotted nose cops option take action per law request make sure nose covered keep virus well fine away,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
319,unfortunately without consent even help anything agree day best wishes blessings,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
320,soon soon city takes necessary precautions virus drives city look forward,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
321,heat noncompliance getting cranky punekars trusted online payment paid dues,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
322,right perspective citizens meant respect law amp fear ones need fear criminals fear lot often shown repercussions abiding,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
323,compulsory wear mask private vehicle travelling family however request punekars take necessary precautions save fine fine amp healthy,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
324,definitely thankfully,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
325,take cognisance online complaints send officials spot immediately per law fir lodged police station,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
326,documents digilocker app valid produced traffic police good originals digitally signed else scanned copies discretion inspecting officer,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
327,constant action taken cars tinted glasses checking tintometer visibility less action however taken basis images shared us physical checks essential,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
328,matters looked municipal corporation city readily reached redressals,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
329,safety gears mentioned protection unfortunately looked upon compulsion sad truth self care also considered important imposed mask family compulsory,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
330,well look compulsion may right approach mask protects us virus ensures safety let say precaution worth giving chance made mandatory public reason,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
331,youth future amp disheartening follow set wrong examples nevertheless deserve chance rectify must share pictures may dm us defaming idea idea everyone safety,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
332,criminal gangs traffic cyber offences tackled awareness alertness,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
333,look city lens lens ensuring utmost safety service cities may change commitment serve,en,[]
334,meet hours pune today pm pm send queries using,en,[]
335,,mr,[]
336,shaping society making world better place,en,[]
337,,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
338,dear punekars kick start week healthy conversation one beloved pune city make better let live chat twitter go live tomorrow pm pm send questions concern using,en,[]
339,,mr,[]
340,pro wearing mask con virus,en,[]
341,rt rose day please consent rose dein,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
342,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
343,,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
344,punekars promises safeguard right safety forever ever,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
345,serving pune city blood sweat officers men donated blood blood donation camp organised,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
346,,mr,"[{'screen_name': 'seruminstindia', 'name': 'seruminstituteindia', 'id': '925599812510138368'}, {'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
347,mourn unfortunate demise people lost lives due fire heartfelt condolences bereaved families monitoring situation amp conduct thorough screening premises fire doused,en,"[{'screen_name': 'seruminstindia', 'name': 'seruminstituteindia', 'id': '925599812510138368'}, {'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
348,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
349,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
350,rt frontline workers need support ever supported w incinerato,en,"[{'screen_name': 'csr_persistent', 'name': 'persistent foundation', 'id': '2968363176'}, {'screen_name': 'csr_persistent', 'name': 'persistent foundation', 'id': '2968363176'}, {'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
351,,mr,[]
352,thank u vijaypusalkar expresn police welfare fund services rendered pandemic amp undertake responsibility education police children girls,und,"[{'screen_name': 'dgpmaharashtra', 'name': 'maharashtra police', 'id': '841645298577424384'}]"
353,rt whatever may seem insignificant important mahatma gandhi,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
354,rt wearing mask public places cheapest method control spread corona inspite backhand index pointing light skin tone,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
355,rt okr senior police ofcrs interactive sessio,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
356,rt wearing masks public places showing respect others taken steps reduce inconvenience,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
357,rt every life precious study suicides sndt,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'vivekbhuse', 'name': 'vivek bhuse', 'id': '3140091744'}]"
358,,und,[]
359,rt compilation good news wrt corona tweets may like see complete thread tweet mention,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'tomaspueyo', 'name': 'tomas pueyo', 'id': '22346932'}]"
360,rt purpose hardwork,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
361,rt,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
362,rt actions give outcomes special squads policemen r collecting fine rs wearing mask,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
363,rt teachers made us,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
364,rt,mr,"[{'screen_name': 'dgpmaharashtra', 'name': 'maharashtra police', 'id': '841645298577424384'}]"
365,rt clarity power wearing mask physical distance sanitation measures power ful steps aga,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
366,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}, {'screen_name': 'dgpmaharashtra', 'name': 'maharashtra police', 'id': '841645298577424384'}, {'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}]"
367,,hi,[]
368,rt e pass may thing past dcp bacchan singh amp team facilitated approvals month per,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
369,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}, {'screen_name': 'dgpmaharashtra', 'name': 'maharashtra police', 'id': '841645298577424384'}, {'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}]"
370,rt let us break nariyal resolve make pune healthier city bid bappa safe farewell,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
371,,und,[]
372,definitely co operation stake holders sir,en,[]
373,rt cartooncourtesy dr balakrishnan pd hinduja hospital,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
374,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}, {'screen_name': 'dgpmaharashtra', 'name': 'maharashtra police', 'id': '841645298577424384'}, {'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}]"
375,rt,mr,"[{'screen_name': 'anildeshmukhncp', 'name': 'anil deshmukh', 'id': '825563486591795200'}, {'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
376,rt beyond family beyond safety beyond courage beyond duty people police amp pandemic films,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
377,rt perspective dr sudarshan ballal may b interesting read common sense approach mask physical distance san,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
378,rt,mr,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
379,rt positive positive insights plasma donors one donor gave two times ano,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
380,rt work worship work like work end day ha,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
381,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}, {'screen_name': 'dgpmaharashtra', 'name': 'maharashtra police', 'id': '841645298577424384'}, {'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}]"
382,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
383,,mr,[]
384,rt dr nikam perfect example beauty philosophy action folded hands light skin tone,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
385,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
386,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
387,rt wow donors registered noble cause today people gated communities slums w,en,"[{'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}, {'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
388,wow donors registered noble cause today people gated communities slums working senior management types congrats field police ofcrs facilitation wud u like ur family friends relatives recovered corona atleast days back register,en,[]
389,rt learn ask learn help receipient plasma case need needy persons recvd,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
390,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}, {'screen_name': 'cmomaharashtra', 'name': 'cmo maharashtra', 'id': '2597666894'}, {'screen_name': 'anildeshmukhncp', 'name': 'anil deshmukh', 'id': '825563486591795200'}]"
391,thank use assist needy,en,[]
392,,und,[]
393,rt urgent plasma requiremnt contact api shintre register u poistive,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
394,,en,[]
395,,en,[]
396,rt plan execute amp ready use flat days thanku team pune especially suhas diwase amp pmrda officials cre,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
397,last years photo,en,[]
398,rt mts video,hi,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'authackeray', 'name': 'aaditya thackeray', 'id': '1606048885'}, {'screen_name': 'officeofut', 'name': 'office of uddhav thackeray', 'id': '1144169755672113155'}, {'screen_name': 'ajitpawarspeaks', 'name': 'ajit pawar', 'id': '2376754662'}]"
399,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
400,rt never give personal banking information calls used access accounts take lo,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
401,rt duty humanity documentary pune police news tom sunday amp repeat,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
402,rt practice,mr,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
403,rt,mr,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'upendralimaye', 'name': 'upendra limaye', 'id': '2751051146'}, {'screen_name': 'writerpravin', 'name': 'pravin vitthal tarde', 'id': '4264929912'}, {'screen_name': 'subodhbhave', 'name': 'subodh bhave', 'id': '1437042899456172047'}, {'screen_name': 'prasadoak17', 'name': 'prasad oak | प्रसाद ओक', 'id': '2440123795'}]"
404,rt,mr,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
405,rt positive positive donors get preference relative friend days,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
406,rt positive positive,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
407,rt social service coupled mask physical distance avoiding unnecessary mov,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
408,rt make difference wear mask practice sanitation measures move house must,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
409,mask weapon choice till vaccine comes backhand index pointing light skin tone maharashtra covid crisis one death every minutes new cases hour,en,"[{'screen_name': 'httweets', 'name': 'hindustan times', 'id': '36327407'}]"
410,recovered days give plasma,en,[]
411,rt,mr,"[{'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}, {'screen_name': 'toipune', 'name': 'toi pune', 'id': '803900491864227840'}, {'screen_name': 'toimumbai', 'name': 'toi mumbai', 'id': '30859231'}]"
412,rt recovered covid patients willing plasma givers register head constable tanaji deshmukh h,en,"[{'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}]"
413,rt good news,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'toipune', 'name': 'toi pune', 'id': '803900491864227840'}]"
414,rt greatness consistency driven deep love amp respect service winners congra,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
415,rt measure wealth civilized nation currency accumulated lucky rather strength,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
416,rt deserve fundamental rights serve fundamental duties noble ideals sovereignty national service common brotherhood,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
417,rt shri shivaji pawar acp pune city crime branch awarded union home minister medal excellence inves,en,"[{'screen_name': 'micnewdelhi', 'name': 'maha info centre', 'id': '3242209183'}]"
418,rt shri samir nazir shaikh acp crime branch nashik city awarded union home minister medal excellence,en,"[{'screen_name': 'micnewdelhi', 'name': 'maha info centre', 'id': '3242209183'}]"
419,rt listen beat police constable raju shaikh samarth police station,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
420,rt listen beat police sub inspector atul thorat bibvewadi police station,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
421,rt born love love mother rumi,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
422,rt,mr,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
423,rt police officers maharashtra police awarded union home minister medal excellence investigation,en,"[{'screen_name': 'dgpmaharashtra', 'name': 'maharashtra police', 'id': '841645298577424384'}]"
424,rt congrats mahesh bhagawat always,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'rachakondacop', 'name': 'rachakonda police', 'id': '749934067118772225'}]"
425,great work,en,[]
426,kanta kallar,tr,[]
427,rt folded hands light skin tone kanta kalan,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
428,rt possible humans hackable animals perspective yuval noah harari mts,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
429,rt,mr,"[{'screen_name': 'anildeshmukhncp', 'name': 'anil deshmukh', 'id': '825563486591795200'}]"
430,rt,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
431,rt video tulsi pipe road matunga west mumbai lady seen video standing beside op,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
432,rt country safe safe official,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
433,rt countries highest number coronavirus cases,en,"[{'screen_name': 'cnbctv18news', 'name': 'cnbc-tv18', 'id': '631810714'}]"
434,rt compilation ideas new world new rules given amp police personnel already implement,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
435,rt,mr,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
436,rt ooof,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
437,rt chow patty beach rains yesterday,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
438,rt silent meetings powerpt participants given detail note set context read silently mts foll,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
439,rt page tried silent meetings th trm tuesday review meetings wk ppt part,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
440,good covid news italy sweden may learnings,en,[]
441,point extra emphasis fitness thumbs light skin tone,en,[]
442,rt new world new rules digital outreach greater inter departmental collaboration online turning poi,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
443,rt new world new rules policing add pl digital storage docs smiley online training,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
444,rt new world new rules policing add pl extra externee tracking app crowd alerts,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
445,rt taking responsibility true raksha bandhan wear mask properly physical dist,und,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
446,fully agree appears boy trained professionals amp done supervision,en,[]
447,rt talent boundaries issac henry rufson chennai,de,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
448,rt thank u formal inauguration crime branch building appreciate built pwd ee telang amp,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'dgpmaharashtra', 'name': 'maharashtra police', 'id': '841645298577424384'}]"
449,rt,mr,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
450,rt congratulations mgmnt teachers amp staff symbiosis police public school run pune citizen police,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
451,excellent initiative congratulations,en,[]
452,rt,mr,"[{'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}, {'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'officeofut', 'name': 'office of uddhav thackeray', 'id': '1144169755672113155'}, {'screen_name': 'authackeray', 'name': 'aaditya thackeray', 'id': '1606048885'}]"
453,,mr,"[{'screen_name': 'officeofut', 'name': 'office of uddhav thackeray', 'id': '1144169755672113155'}, {'screen_name': 'authackeray', 'name': 'aaditya thackeray', 'id': '1606048885'}]"
454,rt thank u books khaki life service amp compi,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'officeofut', 'name': 'office of uddhav thackeray', 'id': '1144169755672113155'}, {'screen_name': 'authackeray', 'name': 'aaditya thackeray', 'id': '1606048885'}]"
455,rt serological surveillance done people municipal wards slums non slums shows high proportio,en,"[{'screen_name': 'cnbctv18live', 'name': 'cnbc-tv18', 'id': '44839509'}]"
456,rt listen beat asi abdulrehman shaikh amp police constable akshay ingawle kothrud police station,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
457,rt sometimes words r enough describe spos special pokice officers hav fighting corona along p,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
458,rt add layer safety virus,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
459,rt wearing mask better alternative lockdown,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
460,rt wearing mask better alternative lockdown,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
461,good news mts,und,[]
462,rt read learn find new ideas inspired learn think stay teachable dare dream gain co,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
463,machine delivered breath takes exactly sec suspended together room icu like breath caught mask suspended time,en,[]
464,breath suspended collective mask perspective new england journal medicine,en,[]
465,rt wear mask maintain physical distance wash hands common sense till science takes vaccine r,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
466,rt listen beat police naik pranav sankpal bharti vidhyapeeth police station ht,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
467,,und,[]
468,,und,[]
469,rt able exercise well communicate people make aware norms says year old inspector,en,"[{'screen_name': 'punekarnews', 'name': 'punekar news', 'id': '3366384699'}]"
470,rt listen beat police head constable tanaji deshmukh amp police constable nitin chaudhari hadapsar police stati,en,"[{'screen_name': 'punecitypolice', 'name': 'pune police', 'id': '4707327216'}]"
471,rt mask,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
472,rt talent boundaries lathi skills need prerogative police alone full admiration shantabai pawar,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
473,salute lathi wielding skills shanta bai pawar,und,[]
474,help sent account number,en,[]
475,parvati containment area pl check new order issued muncipal commissioner,en,[]
476,rt trust,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}, {'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
477,officer spoken family meeting aajji tom morning,en,[]
478,police personnel trying identify amp assist update pl,en,[]
479,talent boundaries,en,"[{'screen_name': 'venkatesham_ips', 'name': 'dr k venkatesham ips', 'id': '1286171992836550656'}]"
480,talent limits,en,[]
481,looking forward engaging interaction today staff tech mahindra pune,en,"[{'screen_name': 'techmahindracsr', 'name': 'tech mahindra foundation', 'id': '949182984'}, {'screen_name': 'risertechm', 'name': 'riser™🌳 techmahindra®', 'id': '1207298858335604737'}]"
482,rt police constable faraskhana police station,und,"[{'screen_name': 'cppunecity', 'name': 'cp pune city', 'id': '841957628204969984'}]"
