,tweet,language,mentions
403,watch the rd episode of ms rami n desai in conversation on with mr sajad lone president jammu and kashmir people s conference video link,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'sajadlone', 'name': 'sajad lone', 'id': '84001426'}]"
404,to participate in the th dharma dhamma conference register on the link given below call for papers last date for submission of abstracts august conference details,en,[]
405,watch the teaser ms rami n desai in conversation on with mr sajad lone full episode will be released today,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'sajadlone', 'name': 'sajad lone', 'id': '84001426'}]"
406,an engaging conversation insightful views a conversation on kashmir in conversation with mr sajad lone president jammu and kashmir people s conference full video will be released today teaser,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'sajadlone', 'name': 'sajad lone', 'id': '84001426'}]"
407,rt watch the latest interview of mine with sajad lone on kashmir and its future releasing tomorrow,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'insightwithrami', 'name': 'insight', 'id': '1414471780001992706'}]"
408,rt th dharma conference nalanda university india call for papers last date for submission of abstracts,en,"[{'screen_name': 'iccr_colombo', 'name': 'iccr in sri lanka', 'id': '900298194449563648'}]"
409,watch the teaser ms rami n desai in conversation on with mr sajad lone full episode will be released tomorrow,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'sajadlone', 'name': 'sajad lone', 'id': '84001426'}]"
410,caste census impact on society an article by indira g published on,en,[]
411,india foundation amp nalanda university invites research papers for presentation in th dharma dhamma conference on the theme dharma dhamma traditions in building the post covid world order last date for submission of abstract august details,en,[]
412,publication read the jammu and kashmir security tracker report april june by ms soumya chaturvedi senior research fellow india foundation download link,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
413,object lessons from france in the current crisis an article by mr come carpentier published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
414,india and the uae on a higher orbital path an article by amb anil trigunayat published on,en,"[{'screen_name': 'aniltrigunayat', 'name': 'amb rtn. anil trigunayat', 'id': '51645472'}]"
415,episode watch ms rami n desai in conversation with mr abhijit iyer mitra video link,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'iyervval', 'name': 'abhijit iyer-mitra', 'id': '1963945884'}]"
416,vocational education at the centrestage of national education policy an article by dr pavnesh kumar and raushan kumar published on,en,"[{'screen_name': 'raushandu28', 'name': 'raushan singh rajput', 'id': '2382014574'}]"
417,knowing kashmir amp kashmiris an article by hamsa devineni published on,en,"[{'screen_name': 'devinenihamsa', 'name': '𝐇𝐚𝐦𝐬𝐚 𝐃𝐞𝐯𝐢𝐧𝐞𝐧𝐢', 'id': '1043769224869625858'}]"
418,india will handle the taliban with tactful strength an article by shri k n pandita published on,en,[]
419,taliban moves cautiously to form government an article by sandhya jain published on,en,"[{'screen_name': 'vijayvaani', 'name': 'sandhya jain', 'id': '542385412'}]"
420,knowing kashmir amp kashmiris an article by hamsa devineni published on,en,"[{'screen_name': 'devinenihamsa', 'name': '𝐇𝐚𝐦𝐬𝐚 𝐃𝐞𝐯𝐢𝐧𝐞𝐧𝐢', 'id': '1043769224869625858'}]"
421,india foundation amp nalanda university invites research papers for presentation in th dharma dhamma conference on the theme dharma dhamma traditions in building the post covid world order last date for submission of abstract august details,en,[]
422,vocational education at the centrestage of national education policy an article by dr pavnesh kumar and raushan kumar published on,en,"[{'screen_name': 'raushandu28', 'name': 'raushan singh rajput', 'id': '2382014574'}]"
423,glimpses from the valedictory session of international symposium on jammu amp kashmir and ladakh developmental dynamics and future trajectories organised by and india foundation jksc yonsei university,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
424,glimpses from working session iv at the international symposium on jammu amp kashmir and ladakh developmental dynamics and future trajectories,en,[]
425,glimpses from working session iii in the international symposium on jammu amp kashmir and ladakh developmental dynamics and future trajectories,en,"[{'screen_name': 'shaktisinha', 'name': 'shakti sinha', 'id': '54504199'}]"
426,glimpses from working session ii at the international symposium on jammu amp kashmir and ladakh developmental dynamics and future trajectories,en,[]
427,india foundation amp nalanda university invites research papers for presentation in th dharma dhamma conference on the theme dharma dhamma traditions in building the post covid world order last date for submission of abstract august details,en,[]
428,episode watch ms rami n desai in conversation with mr abhijit iyer mitra video link,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'iyervval', 'name': 'abhijit iyer-mitra', 'id': '1963945884'}]"
429,mission kabul what next an article by sandhya jain published on,en,"[{'screen_name': 'vijayvaani', 'name': 'sandhya jain', 'id': '542385412'}]"
430,india and the uae on a higher orbital path an article by amb anil trigunayat published on,en,"[{'screen_name': 'aniltrigunayat', 'name': 'amb rtn. anil trigunayat', 'id': '51645472'}]"
431,india foundation specials a conversation on afghanistan with capt alok bansal,en,"[{'screen_name': 'alok795', 'name': 'alok bansal', 'id': '54621870'}, {'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
432,object lessons from france in the current crisis an article by mr come carpentier published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
433,publication read the jammu and kashmir security tracker report april june by ms soumya chaturvedi senior research fellow india foundation download link,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
434,knowing kashmir amp kashmiris an article by hamsa devineni published on,en,"[{'screen_name': 'devinenihamsa', 'name': '𝐇𝐚𝐦𝐬𝐚 𝐃𝐞𝐯𝐢𝐧𝐞𝐧𝐢', 'id': '1043769224869625858'}]"
435,th dharma dhamma conference india foundation and nalanda university is organising th dharma dhamma conference on november in nalanda university bihar call for papers last date for submission of abstracts august details,en,[]
436,rt my article on knowing kashmir and kashmiris please do read if time permits knowing kashmir amp kashmi,en,"[{'screen_name': 'devinenihamsa', 'name': '𝐇𝐚𝐦𝐬𝐚 𝐃𝐞𝐯𝐢𝐧𝐞𝐧𝐢', 'id': '1043769224869625858'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
437,to participate in the th dharma dhamma conference register on the link given below call for papers last date for submission of abstracts august conference details,en,[]
438,th dharma dhamma conference india foundation and nalanda university is organising th dharma dhamma conference on november in nalanda university bihar call for papers last date for submission of abstracts august details,en,[]
439,knowing kashmir amp kashmiris an article by hamsa devineni published on,en,"[{'screen_name': 'devinenihamsa', 'name': '𝐇𝐚𝐦𝐬𝐚 𝐃𝐞𝐯𝐢𝐧𝐞𝐧𝐢', 'id': '1043769224869625858'}]"
440,glimpses from the working session i in the international symposium on jammu amp kashmir and ladakh developmental dynamics and future trajectories organised by and india foundation,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
441,glimpses from the plenary session on historical significance in the international symposium on jammu amp kashmir and ladakh developmental dynamics and future trajectories organised by and india foundation,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
442,glimpses from the inaugural session of the international symposium on jammu amp kashmir and ladakh developmental dynamics and future trajectories organised by and india foundation,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
443,th dharma dhamma conference india foundation and nalanda university is organising th dharma dhamma conference on november in nalanda university bihar call for papers last date for submission of abstracts august details,en,[]
444,rt my article on rakshabandhan the rakshasutra is not just for brothers but for everyone you love and want to protect,en,"[{'screen_name': 'aartipa27515267', 'name': 'aarti pathak', 'id': '1348614601684905992'}]"
445,a sacred thread and a bond of love the significance and origin of rakshabandhan an article by aarti k pathak published on,en,[]
446,rt join us on aug ist kst international symposium amp and development dynamics and future,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
447,explained trend of unprovoked ceasefire violations in read the full report by at,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
448,explained trend of terrorists neutralised in read full report by at,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
449,explained trend of terrorists arrested in read the full report by at,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
450,publication read the jammu and kashmir security tracker report april june by ms soumya chaturvedi senior research fellow india foundation download link,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
451,object lessons from france in the current crisis an article by mr come carpentier published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
452,india foundation specials a conversation on afghanistan with capt alok bansal,en,"[{'screen_name': 'alok795', 'name': 'alok bansal', 'id': '54621870'}, {'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
453,india and the uae on a higher orbital path an article by amb anil trigunayat published on,en,"[{'screen_name': 'aniltrigunayat', 'name': 'amb rtn. anil trigunayat', 'id': '51645472'}]"
454,mission kabul what next an article by sandhya jain published on,en,"[{'screen_name': 'vijayvaani', 'name': 'sandhya jain', 'id': '542385412'}]"
455,kabul fell to the taliban india s afghan policy confront challenges an article by dr saroj kumar rath published on,en,"[{'screen_name': 'sarojrath', 'name': 'saroj kumar rath', 'id': '356283679'}]"
456,episode watch ms rami n desai in conversation with mr abhijit iyer mitra video link,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'iyervval', 'name': 'abhijit iyer-mitra', 'id': '1963945884'}]"
457,program schedule,en,[]
458,invitation india foundation in collaboration with is organising an international symposium on jammu amp kashmir and ladakh development dynamics and future trajectories date august registration link,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
459,episode watch ms rami n desai in conversation with mr abhijit iyer mitra video link,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'iyervval', 'name': 'abhijit iyer-mitra', 'id': '1963945884'}]"
460,rt trend of terrorists arrested in j amp k explained in the j amp k security tracker report read the full repor,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
461,kabul fell to the taliban india s afghan policy confront challenges an article by dr saroj kumar rath published on,en,"[{'screen_name': 'sarojrath', 'name': 'saroj kumar rath', 'id': '356283679'}]"
462,the afghan war has just begun an article by maj gen dhruv c katoch director india foundation published in the daily guardian article link,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
463,overcoming the partition of the minds an article by shri ram madhav member board of governors india foundation published in today s newspaper article link,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'httweets', 'name': 'hindustan times', 'id': '36327407'}]"
464,rt watch afghanistan s taliban quandary an analysis on the current affairs in with columni,en,"[{'screen_name': 'samvadaworld', 'name': 'samvada world', 'id': '1326170427547250688'}, {'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
465,rt jammu amp kashmir security tracker report april june,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
466,mission kabul what next an article by sandhya jain published on,en,"[{'screen_name': 'vijayvaani', 'name': 'sandhya jain', 'id': '542385412'}]"
467,the turn in afghanistan will threaten indian security as kabul falls the preliminary aim of the taliban to establish an islamic caliphate in afghanistan is close to being met article by amp published in article link,en,"[{'screen_name': 'alok795', 'name': 'alok bansal', 'id': '54621870'}, {'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}, {'screen_name': 'httweets', 'name': 'hindustan times', 'id': '36327407'}]"
468,avvaiyaar the first lady who averted war an article by pavithra srinivasan research fellow india foundation published on,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
469,india and the uae on a higher orbital path an article by amb anil trigunayat published on,en,"[{'screen_name': 'aniltrigunayat', 'name': 'amb rtn. anil trigunayat', 'id': '51645472'}]"
470,india foundation specials a conversation on afghanistan with capt alok bansal,en,"[{'screen_name': 'alok795', 'name': 'alok bansal', 'id': '54621870'}, {'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
471,object lessons from france in the current crisis an article by mr come carpentier published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
472,publication read the jammu and kashmir security tracker report april june by ms soumya chaturvedi senior research fellow india foundation download link,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
473,many facets to india s burgeoning population growth an article by indira g published on,en,[]
474,object lessons from france in the current crisis an article by mr come carpentier published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
475,the turn in afghanistan will threaten indian security as kabul falls the preliminary aim of the taliban to establish an islamic caliphate in afghanistan is close to being met an article by shri and published in,en,"[{'screen_name': 'alok795', 'name': 'alok bansal', 'id': '54621870'}, {'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}, {'screen_name': 'httweets', 'name': 'hindustan times', 'id': '36327407'}]"
476,partitioned freedom the conclusion the final years and the lessons,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
477,the downward spiral of congress into partisan politics,en,[]
478,story of a song and a riot foretelling the fault lines that led to india s partition,en,[]
479,khilafat movement congress s turn towards communal politics,en,[]
480,emergence of the muslim league separate electorates and congress s pursual of the league s leadership a road of no return,en,[]
481,the first bengal partition and the birth of muslim league significant milestones on the road to india s partition,en,[]
482,read the articles in a series on partitioned freedom written by shri ram madhav revisiting india s partition the preceding events the political haste the tired leadership amp the sordid consequences,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
483,india foundation specials a conversation on afghanistan with capt alok bansal,en,"[{'screen_name': 'alok795', 'name': 'alok bansal', 'id': '54621870'}, {'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
484,taliban spill over to central asia exit the us enter russia an article by shri k n pandita published on,en,[]
485,india and the uae on a higher orbital path an article by amb anil trigunayat published on,en,"[{'screen_name': 'aniltrigunayat', 'name': 'amb rtn. anil trigunayat', 'id': '51645472'}]"
486,education for girls in afghanistan shared responsibility and global solidarity for stemm an article by published on,en,"[{'screen_name': 'aakanshabhawsar', 'name': 'dr. aakansha bhawsar', 'id': '2208892956'}]"
487,rt delivered the keynote address at the inaugural session of a webinar on india south korea aspects of public diplomacy,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
488,know kashmir beyond article an article by sammridh varma published on,en,"[{'screen_name': 'sammridh', 'name': '𝚂𝚊𝚖𝚖𝚛𝚒𝚍𝚑 𝚅𝚊𝚛𝚖𝚊', 'id': '186242365'}]"
489,avvaiyaar the first lady who averted war an article by pavithra srinivasan research fellow india foundation published on,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
490,ten years of the young thinkers meet ytm writes aaditya tiwari,en,"[{'screen_name': 'aadityahbti', 'name': 'aaditya भारत (བྷཱ་རཏ) tiwari', 'id': '69291971'}]"
491,south africa matters to india an article by prof rajeev srinivasan published on,en,"[{'screen_name': 'rajeevsrinivasa', 'name': 'prof राजीवः श्रीनिवासः', 'id': '52437155'}]"
492,h e chang jae bok ambassador of republic of korea to india delivered his remarks in the inaugural session of symposium on india republic of korea aspects of public diplomacy organised by india foundation in collaboration with swami vivekananda cultural centre,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
493,h e sripriya ranganathan ambassador of india to south korea delivered her remarks in d inaugural session of a symposium on india republic of korea aspects of public diplomacy organised by india foundation amp swami vivekananda cultural centre seoul,en,"[{'screen_name': 'ranganathan_sr', 'name': 'sripriya ranganathan', 'id': '1028948991025659904'}, {'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
494,shri ram madhav member board of governors india foundation delivered the keynote address in a symposium on india republic of korea aspects of public diplomacy organised by india foundation in collaboration with swami vivekananda cultural centre,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
495,rt as part of the ytm delegation i have put done my thoughts on j amp k beyond article and a,en,"[{'screen_name': 'sammridh', 'name': '𝚂𝚊𝚖𝚖𝚛𝚒𝚍𝚑 𝚅𝚊𝚛𝚖𝚊', 'id': '186242365'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
496,shri sudarshan ramabadran author of the book while speaking at the book launch and discussion organised by india foundation today evening,en,"[{'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
497,shri guru prakash author of the book while speaking at the book launch and discussion organised by india foundation today evening,en,"[{'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}]"
498,,und,[]
499,,und,[]
500,,und,[]
501,,und,[]
502,,und,[]
503,shri dattatreya hosabale ji sarkaryavah is speaking at the book launch authored by shri guru prakash and sudarshan ramabadran watch live video link,hi,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'rssorg', 'name': 'rss', 'id': '310239584'}, {'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
504,watch live book launch and discussion shri dattatreya hosabale ji sarkaryavah is speaking at the book launch authored by shri guru prakash and sudarshan ramabadran,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'rssorg', 'name': 'rss', 'id': '310239584'}, {'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
505,dr milind kamble founder chairman is speaking at the book launch authored by shri guru prakash and sudarshan ramabadran,en,"[{'screen_name': 'drmilindkamble', 'name': 'dr. milind kamble', 'id': '3259599644'}, {'screen_name': 'dicciorg', 'name': 'dicci', 'id': '3129242394'}, {'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
506,shri dattatreya hosabale ji sarkaryavah along with dr founder chairman ms swati kumar executive vice president jagjivan ram foundation released the book authored by and,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'rssorg', 'name': 'rss', 'id': '310239584'}, {'screen_name': 'drmilindkamble', 'name': 'dr. milind kamble', 'id': '3259599644'}, {'screen_name': 'dicciorg', 'name': 'dicci', 'id': '3129242394'}, {'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
507,shri dattatreya hosabale ji sarkaryavah has arrived at the book launch and discussion authored by shri guru prakash and sudarshan ramabadran,hi,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'rssorg', 'name': 'rss', 'id': '310239584'}, {'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
508,book launch amp discussion makers of modern dalit history,en,[]
509,know kashmir beyond article an article by sammridh varma published on,en,"[{'screen_name': 'sammridh', 'name': '𝚂𝚊𝚖𝚖𝚛𝚒𝚍𝚑 𝚅𝚊𝚛𝚖𝚊', 'id': '186242365'}]"
510,starting soon book launch and discussion authored by shri guru prakash and sudarshan ramabadran chief guest shri dattatreya hosabale ji,hi,"[{'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}, {'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}]"
511,invitation today evening book launch amp discussion makers of modern dalit history authored by shri guru prakash amp sudarshan ramabadran chief guest shri ji sarkaryavah date august time pm,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'rssorg', 'name': 'rss', 'id': '310239584'}, {'screen_name': 'drmilindkamble', 'name': 'dr. milind kamble', 'id': '3259599644'}, {'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
512,rt registration link,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}, {'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}, {'screen_name': 'indiainrok', 'name': 'india in rok', 'id': '4894933196'}, {'screen_name': 'iccr_hq', 'name': 'iccr', 'id': '2812895832'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
513,rt join us on aug ist kst international symposium india rok aspects of public diplomacy welcome by,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
514,india foundation in collaboration with swami vivekananda cultural centre embassy of india seoul is organising international symposium on india republic of korea aspects of public diplomacy speakers in inaugural session h e h e chang jae bok,en,"[{'screen_name': 'ranganathan_sr', 'name': 'sripriya ranganathan', 'id': '1028948991025659904'}, {'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
515,invitation book launch and discussion makers of modern dalit history authored by shri guru prakash and sudarshan ramabadran chief guest shri sarkaryavah date august time pm,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'rssorg', 'name': 'rss', 'id': '310239584'}, {'screen_name': 'drmilindkamble', 'name': 'dr. milind kamble', 'id': '3259599644'}, {'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
516,together with india foundation is pleased to present the first report on the relationship between and download link,en,"[{'screen_name': 'fngeneraciones', 'name': 'nuevas generaciones', 'id': '485948547'}]"
517,rt upcoming event international symposium on india republic of korea aspects of public diplomacy,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}, {'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}, {'screen_name': 'indiainrok', 'name': 'india in rok', 'id': '4894933196'}]"
518,invitation india foundation in collaboration with swami vivekananda cultural centre embassy of india seoul is organising international symposium on india republic of korea aspects of public diplomacy on august registration link,en,"[{'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
519,south africa matters to india an article by prof rajeev srinivasan published on,en,"[{'screen_name': 'rajeevsrinivasa', 'name': 'prof राजीवः श्रीनिवासः', 'id': '52437155'}]"
520,announcement registration is open for participation in india foundation s th dharma dhamma conference nalanda bihar dates october registration link,en,[]
521,ten years of the young thinkers meet ytm writes aaditya tiwari,en,"[{'screen_name': 'aadityahbti', 'name': 'aaditya भारत (བྷཱ་རཏ) tiwari', 'id': '69291971'}]"
522,avvaiyaar the first lady who averted war an article by pavithra srinivasan research fellow india foundation published on,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
523,reflections on kashmir an article by ajit datta published on,en,"[{'screen_name': 'ajitdatta', 'name': 'ajit datta', 'id': '81801182'}]"
524,announcement th dharma dhamma conference dates october call for papers for details,en,[]
525,read the book review by shri ram madhav of the book feminine journeys of the mahabharata hindu women in history text and practice authored by prof lavanya vemsani on,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'profvemsani', 'name': 'dr. lavanya vemsani ph.d.', 'id': '2176158111'}]"
526,announcement india foundation is organising a virtual girmitiya conference on september theme changing identities shifting trends and roles registration link conference details,en,[]
527,kashmir development and dignity an article by dr abhishek pratap singh published on,en,"[{'screen_name': 'apsinghvisen', 'name': 'dr. abhishek pratap singh', 'id': '1338975493'}]"
528,the th edition of india foundation s flagship kautilya fellows programme will be held in november december watch this space for more details,en,[]
529,report published jointly by india foundation and on the relationship between india and argentina,en,"[{'screen_name': 'fngeneraciones', 'name': 'nuevas generaciones', 'id': '485948547'}]"
530,abrogation of article was the end of kashmiri exceptionalism an article by shri ram madhav member board of governors india foundation published in today s newspaper article link,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'indianexpress', 'name': 'the indian express', 'id': '38647512'}]"
531,rt i wrote based on my recent visit to as a delegate for org by kashmir develop,en,"[{'screen_name': 'apsinghvisen', 'name': 'dr. abhishek pratap singh', 'id': '1338975493'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
532,the th edition of india foundation s flagship kautilya fellows programme will be held in november december watch this space for more details,en,[]
533,kashmir development and dignity an article by dr abhishek pratap singh published on,en,"[{'screen_name': 'apsinghvisen', 'name': 'dr. abhishek pratap singh', 'id': '1338975493'}]"
534,announcement india foundation is organising a virtual girmitiya conference on september theme changing identities shifting trends and roles registration link conference details,en,[]
535,the th edition of india foundation s flagship kautilya fellows programme will be held in november december watch this space for more details,en,[]
536,shri shaurya doval member board of governors india foundation will speak on pathways for a trillion dollar economy on august at pm,en,"[{'screen_name': 'shaurya_doval', 'name': 'shaurya doval', 'id': '1609748304'}]"
537,rt please check it grateful to very honored for the exceptional book review of my book feminine journeys,en,"[{'screen_name': 'profvemsani', 'name': 'dr. lavanya vemsani ph.d.', 'id': '2176158111'}, {'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
538,read the book review by shri ram madhav of the book feminine journeys of the mahabharata hindu women in history text and practice authored by prof lavanya vemsani on today,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'profvemsani', 'name': 'dr. lavanya vemsani ph.d.', 'id': '2176158111'}]"
539,abrogation of has put an end to politics of exceptionalism in watch the interview of shri ram madhav member board of governors india foundation with shri on video link,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'kartikeya_1975', 'name': 'kartikeya sharma', 'id': '296107913'}, {'screen_name': 'news9tweets', 'name': 'news9', 'id': '633485882'}]"
